region,province,city,district,position,candidate_name,last_name,first_name,middle_name,title,party,votes
REGION X,MISAMIS ORIENTAL,LIBERTAD,,VICE MAYOR,"JUARIO, MIGUEL",JUARIO,MIGUEL,,,NUP,3035
REGION X,MISAMIS ORIENTAL,LUGAIT,,VICE MAYOR,"MANLAWE, JOJO",MANLAWE,JOJO,,,PADAYON PILIPINO,5840
REGION X,MISAMIS ORIENTAL,MAGSAYSAY LINUGOS,,VICE MAYOR,"LADICA, BALONG",LADICA,BALONG,,,LP,9252
REGION X,MISAMIS ORIENTAL,MANTICAO,,VICE MAYOR,"TAN, STEPHEN",TAN,STEPHEN,,,PADAYON PILIPINO,9294
REGION X,MISAMIS ORIENTAL,MEDINA,,VICE MAYOR,"ODCHIGUE, KIMBOY",ODCHIGUE,KIMBOY,,,LP,10263
REGION X,MISAMIS ORIENTAL,NAAWAN,,VICE MAYOR,"ROA, DENNIS",ROA,DENNIS,,,PADAYON PILIPINO,7809
REGION X,MISAMIS ORIENTAL,OPOL,,VICE MAYOR,"MABULAY-ORTIGOZA, TATCHIE",MABULAY-ORTIGOZA,TATCHIE,,,LP,13269
REGION X,MISAMIS ORIENTAL,SALAY,,VICE MAYOR,"TAN, SONNY",TAN,SONNY,,,LP,8826
REGION X,MISAMIS ORIENTAL,SUGBONGCOGON,,VICE MAYOR,"LAGBAS, BOTYOK",LAGBAS,BOTYOK,,,LP,3154
REGION X,MISAMIS ORIENTAL,TAGOLOAN,,VICE MAYOR,"SABIO, ROBINSON",SABIO,ROBINSON,,,NUP,19849
REGION X,MISAMIS ORIENTAL,TALISAYAN,,VICE MAYOR,"OMONDANG, JOSEFINA",OMONDANG,JOSEFINA,,,PADAYON PILIPINO,7009
REGION X,MISAMIS ORIENTAL,VILLANUEVA,,VICE MAYOR,"DAGASUHAN, EDWIN",DAGASUHAN,EDWIN,,,NUP,8480
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,BARLIG,,VICE MAYOR,"CABLOG, FERNANDO",CABLOG,FERNANDO,,,IND,194
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,BAUKO,,VICE MAYOR,"BADECAO, BARTOLO",BADECAO,BARTOLO,,,LP,11866
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,BESAO,,VICE MAYOR,"LOPSOTEN, JUNE",LOPSOTEN,JUNE,,,IND,1817
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,BONTOC,,VICE MAYOR,"KABLUYEN, EUSEBIO",KABLUYEN,EUSEBIO,,,IND,6521
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,NATONIN,,VICE MAYOR,"BAGSAO, ABEL",BAGSAO,ABEL,,,LP,1876
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,PARACELIS,,VICE MAYOR,"CARPIO, LORENZO",CARPIO,LORENZO,,,LP,2803
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,SABANGAN,,VICE MAYOR,"ESDEN, DARIO",ESDEN,DARIO,,,IND,2035
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,SADANGA,,VICE MAYOR,"APOPOT, JOSEPH",APOPOT,JOSEPH,,,LP,2377
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,SAGADA,,VICE MAYOR,"CAPUYAN, BEN",CAPUYAN,BEN,,,IND,2873
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,TADIAN,,VICE MAYOR,"POLAN, ALFONSO",POLAN,ALFONSO,,,IND,4643
NATIONAL CAPITAL REGION,NCR FIRST DISTRICT,MANILA,,VICE MAYOR,"LACUNA, HONEY",LACUNA,HONEY,,,AMM,266595
NATIONAL CAPITAL REGION,NCR FOURTH DISTRICT,LAS PINAS,,VICE MAYOR,"BUSTAMANTE, LOUIE",BUSTAMANTE,LOUIE,,,NP,156457
NATIONAL CAPITAL REGION,NCR FOURTH DISTRICT,MAKATI,,VICE MAYOR,"LAGDAMEO, MONIQUE",LAGDAMEO,MONIQUE,,,UNA,172950
NATIONAL CAPITAL REGION,NCR FOURTH DISTRICT,MUNTINLUPA,,VICE MAYOR,"DIOKO, CELSO",DIOKO,CELSO,,,LP,103425
NATIONAL CAPITAL REGION,NCR FOURTH DISTRICT,PARANAQUE,,VICE MAYOR,"GOLEZ, RICO",GOLEZ,RICO,,,LP,119794
NATIONAL CAPITAL REGION,NCR FOURTH DISTRICT,PASAY,,VICE MAYOR,"DEL ROSARIO, BOYET",DEL ROSARIO,BOYET,,,LP,94829
NATIONAL CAPITAL REGION,NCR FOURTH DISTRICT,PATEROS,,VICE MAYOR,"GERMAN, GERALD",GERMAN,GERALD,,,IND,12533
NATIONAL CAPITAL REGION,NCR FOURTH DISTRICT,TAGUIG,,VICE MAYOR,"CRUZ, RICARDO JR",CRUZ,RICARDO,JR,,NP,201708
NATIONAL CAPITAL REGION,NCR SECOND DISTRICT,MANDALUYONG,,VICE MAYOR,"SUVA, ANTHONY",SUVA,ANTHONY,,,UNA,65005
NATIONAL CAPITAL REGION,NCR SECOND DISTRICT,MARIKINA,,VICE MAYOR,"CADIZ, JOSE FABIAN",CADIZ,JOSE,FABIAN,,LP,99122
NATIONAL CAPITAL REGION,NCR SECOND DISTRICT,PASIG,,VICE MAYOR,"BERNARDO, IYO CARUNCHO",BERNARDO,IYO,CARUNCHO,,LP,273378
NATIONAL CAPITAL REGION,NCR SECOND DISTRICT,QUEZON,,VICE MAYOR,"BELMONTE, JOY",BELMONTE,JOY,,,LP,735946
NATIONAL CAPITAL REGION,NCR SECOND DISTRICT,SAN JUAN,,VICE MAYOR,"EJERCITO, ESTRADA JANELLA",EJERCITO,ESTRADA,JANELLA,,OTHERS,29939
NATIONAL CAPITAL REGION,NCR THIRD DISTRICT,CALOOCAN,,VICE MAYOR,"ASISTIO, MACA",ASISTIO,MACA,,,PMP,332190
NATIONAL CAPITAL REGION,NCR THIRD DISTRICT,MALABON,,VICE MAYOR,"SANDOVAL, JEANNIE",SANDOVAL,JEANNIE,,,NP,75820
NATIONAL CAPITAL REGION,NCR THIRD DISTRICT,NAVOTAS,,VICE MAYOR,"GERONIMO, CLINT",GERONIMO,CLINT,,,PARTIDO NAVOTEÑO,79753
NATIONAL CAPITAL REGION,NCR THIRD DISTRICT,VALENZUELA,,VICE MAYOR,"NATIVIDAD-BORJA, LORIE",NATIVIDAD-BORJA,LORIE,,,NPC,161860
NEGROS ISLAND REGION,NEGROS OCCIDENTAL,BACOLOD,,VICE MAYOR,"FAMILIARAN, EL CID",FAMILIARAN,EL,CID,,LP,108360
NEGROS ISLAND REGION,NEGROS OCCIDENTAL,BAGO,,VICE MAYOR,"TORRES, RAMON",TORRES,RAMON,,,NPC,45408
NEGROS ISLAND REGION,NEGROS OCCIDENTAL,BINALBAGAN,,VICE MAYOR,"GAVARAN, SAMMUEL",GAVARAN,SAMMUEL,,,LP,14486
NEGROS ISLAND REGION,NEGROS OCCIDENTAL,CADIZ,,VICE MAYOR,"DECOLONGON, LILIA",DECOLONGON,LILIA,,,LP,24050
NEGROS ISLAND REGION,NEGROS OCCIDENTAL,CALATRAVA,,VICE MAYOR,"ERA, MARILYN",ERA,MARILYN,,,NPC,14410
NEGROS ISLAND REGION,NEGROS OCCIDENTAL,CANDONI,,VICE MAYOR,"MAGADA, DIOMEDES",MAGADA,DIOMEDES,,,LP,5013
NEGROS ISLAND REGION,NEGROS OCCIDENTAL,CAUAYAN,,VICE MAYOR,"TABUJARA, JOHN REY",TABUJARA,JOHN,REY,,NPC,18888
NEGROS ISLAND REGION,NEGROS OCCIDENTAL,ENRIQUE B MAGALONA SARAVIA,,VICE MAYOR,"ACALING, ROB",ACALING,ROB,,,NUP,13124
NEGROS ISLAND REGION,NEGROS OCCIDENTAL,ESCALANTE,,VICE MAYOR,"ZAMORA, MANUEL",ZAMORA,MANUEL,,,NPC,22542
NEGROS ISLAND REGION,NEGROS OCCIDENTAL,HIMAMAYLAN,,VICE MAYOR,"BASCON, MENCIT",BASCON,MENCIT,,,NPC,26762
NEGROS ISLAND REGION,NEGROS OCCIDENTAL,HINIGARAN,,VICE MAYOR,"GABRIDO, TERESITA",GABRIDO,TERESITA,,,NP,18706
NEGROS ISLAND REGION,NEGROS OCCIDENTAL,HINOBA AN ASIA,,VICE MAYOR,"ENCOY, JEFRE",ENCOY,JEFRE,,,NUP,11211
NEGROS ISLAND REGION,NEGROS OCCIDENTAL,ILOG,,VICE MAYOR,"ALVAREZ, PAUL",ALVAREZ,PAUL,,,NPC,17209
NEGROS ISLAND REGION,NEGROS OCCIDENTAL,ISABELA,,VICE MAYOR,"MALABOR, JOSELITO",MALABOR,JOSELITO,,,LP,11637
NEGROS ISLAND REGION,NEGROS OCCIDENTAL,KABANKALAN,,VICE MAYOR,"RIVERA, RAUL",RIVERA,RAUL,,,NPC,35259
NEGROS ISLAND REGION,NEGROS OCCIDENTAL,LA CARLOTA,,VICE MAYOR,"JALANDO-ON, REX",JALANDO-ON,REX,,DR,LP,27432
NEGROS ISLAND REGION,NEGROS OCCIDENTAL,LA CASTELLANA,,VICE MAYOR,"VERA, MANUEL",VERA,MANUEL,,,LP,14636
NEGROS ISLAND REGION,NEGROS OCCIDENTAL,MANAPLA,,VICE MAYOR,"ROBLES, FELIX",ROBLES,FELIX,,,LP,16305
NEGROS ISLAND REGION,NEGROS OCCIDENTAL,MOISES PADILLA MAGALLON,,VICE MAYOR,"GARCIA, ELLA",GARCIA,ELLA,,,NPC,10935
NEGROS ISLAND REGION,NEGROS OCCIDENTAL,MURCIA,,VICE MAYOR,"ROJAS, GERRY",ROJAS,GERRY,,,UNA,25250
NEGROS ISLAND REGION,NEGROS OCCIDENTAL,PONTEVEDRA,,VICE MAYOR,"GAVAN, JIMMY",GAVAN,JIMMY,,,NUP,17637
NEGROS ISLAND REGION,NEGROS OCCIDENTAL,PULUPANDAN,,VICE MAYOR,"SUATENGCO, GERANY",SUATENGCO,GERANY,,,NPC,9446
NEGROS ISLAND REGION,NEGROS OCCIDENTAL,SAGAY,,VICE MAYOR,"JAVELOSA, NARWIN",JAVELOSA,NARWIN,,,NUP,39129
NEGROS ISLAND REGION,NEGROS OCCIDENTAL,SALVADOR BENEDICTO,,VICE MAYOR,"DELA CRUZ, NEHEMIAH JOE",DELA CRUZ,NEHEMIAH,JOE,,LP,4928
NEGROS ISLAND REGION,NEGROS OCCIDENTAL,SAN CARLOS,,VICE MAYOR,"GUSTILO, RENE",GUSTILO,RENE,,,NPC,39608
NEGROS ISLAND REGION,NEGROS OCCIDENTAL,SAN ENRIQUE,,VICE MAYOR,"TUBILLARA, JILSON",TUBILLARA,JILSON,,,IND,7409
NEGROS ISLAND REGION,NEGROS OCCIDENTAL,SILAY,,VICE MAYOR,"GALLEGO, JOEDITH",GALLEGO,JOEDITH,,,IND,29857
NEGROS ISLAND REGION,NEGROS OCCIDENTAL,SIPALAY,,VICE MAYOR,"LIZARES, MARIA GINA",LIZARES,MARIA,GINA,,LP,21540
NEGROS ISLAND REGION,NEGROS OCCIDENTAL,TALISAY,,VICE MAYOR,"SIOTE, SAMUEL",SIOTE,SAMUEL,,,NUP,25962
NEGROS ISLAND REGION,NEGROS OCCIDENTAL,TOBOSO,,VICE MAYOR,"FUENTES, EVE",FUENTES,EVE,,,LP,10852
NEGROS ISLAND REGION,NEGROS OCCIDENTAL,VALLADOLID,,VICE MAYOR,"YOGORE, ROMEL",YOGORE,ROMEL,,,NPC,10044
NEGROS ISLAND REGION,NEGROS OCCIDENTAL,VICTORIAS,,VICE MAYOR,"JOVER, JERRY",JOVER,JERRY,,,LP,27851
NEGROS ISLAND REGION,NEGROS ORIENTAL,AMLAN AYUQUITAN,,VICE MAYOR,"DELA CRUZ, BENTHAM",DELA CRUZ,BENTHAM,,,NPC,7221
NEGROS ISLAND REGION,NEGROS ORIENTAL,AYUNGON,,VICE MAYOR,"AGUSTINO, ERWIN",AGUSTINO,ERWIN,,,NP,12288
NEGROS ISLAND REGION,NEGROS ORIENTAL,BACONG,,VICE MAYOR,"ALVIOLA, LENIN",ALVIOLA,LENIN,,,LP,8769
NEGROS ISLAND REGION,NEGROS ORIENTAL,BAIS,,VICE MAYOR,"REAL, MIGUEL",REAL,MIGUEL,,,NPC,17991
NEGROS ISLAND REGION,NEGROS ORIENTAL,BASAY,,VICE MAYOR,"SERION, CATHERINE",SERION,CATHERINE,,,UNA,4449
NEGROS ISLAND REGION,NEGROS ORIENTAL,BAYAWAN CITY TULONG,,VICE MAYOR,"MARTINEZ, PEMPO",MARTINEZ,PEMPO,,,NPC,21052
NEGROS ISLAND REGION,NEGROS ORIENTAL,BINDOY PAYABON,,VICE MAYOR,"JABAGAT, ENIEGO",JABAGAT,ENIEGO,,,LP,11212
NEGROS ISLAND REGION,NEGROS ORIENTAL,CANLAON,,VICE MAYOR,"CARDENAS, JOSE CHUBASCO",CARDENAS,JOSE,CHUBASCO,,LP,17175
NEGROS ISLAND REGION,NEGROS ORIENTAL,DAUIN,,VICE MAYOR,"ALANANO, RODRIGO",ALANANO,RODRIGO,,,UNA,7176
NEGROS ISLAND REGION,NEGROS ORIENTAL,DUMAGUETE,,VICE MAYOR,"ESMEÑA, FRANKLIN JR",ESMEÑA,FRANKLIN,JR,,NPC,28499
NEGROS ISLAND REGION,NEGROS ORIENTAL,GUIHULNGAN,,VICE MAYOR,"REYES, ERNESTO",REYES,ERNESTO,,,LP,23624
NEGROS ISLAND REGION,NEGROS ORIENTAL,JIMALALUD,,VICE MAYOR,"BILLONES, HAZEL",BILLONES,HAZEL,,,LP,7515
NEGROS ISLAND REGION,NEGROS ORIENTAL,LA LIBERTAD,,VICE MAYOR,"LIMKAICHONG, LAWRENCE",LIMKAICHONG,LAWRENCE,,,LP,10561
NEGROS ISLAND REGION,NEGROS ORIENTAL,MABINAY,,VICE MAYOR,"BALDOZA, ENOZARIO",BALDOZA,ENOZARIO,,,NPC,17141
NEGROS ISLAND REGION,NEGROS ORIENTAL,MANJUYOD,,VICE MAYOR,"ABUSO, JO ANTHONY",ABUSO,JO,ANTHONY,,UNA,9338
NEGROS ISLAND REGION,NEGROS ORIENTAL,PAMPLONA,,VICE MAYOR,"RETES, EDGARDO",RETES,EDGARDO,,,NPC,9141
NEGROS ISLAND REGION,NEGROS ORIENTAL,SAN JOSE,,VICE MAYOR,"LOGRONIO, MEL NICK",LOGRONIO,MEL,NICK,,IND,5328
NEGROS ISLAND REGION,NEGROS ORIENTAL,SANTA CATALINA,,VICE MAYOR,"LOPEZ, NELSON",LOPEZ,NELSON,,,LP,12304
NEGROS ISLAND REGION,NEGROS ORIENTAL,SIATON,,VICE MAYOR,"ARBOLADO, VINCENT EMIL",ARBOLADO,VINCENT,EMIL,,NUP,17348
NEGROS ISLAND REGION,NEGROS ORIENTAL,SIBULAN,,VICE MAYOR,"ABIERA, JOSE",ABIERA,JOSE,,,UNA,14154
NEGROS ISLAND REGION,NEGROS ORIENTAL,TANJAY,,VICE MAYOR,"TEVES, BOY LAWRENCE",TEVES,BOY,LAWRENCE,,NPC,11608
NEGROS ISLAND REGION,NEGROS ORIENTAL,TAYASAN,,VICE MAYOR,"BETON, SOL",BETON,SOL,,,LP,7283
NEGROS ISLAND REGION,NEGROS ORIENTAL,VALENCIA LUZURRIAGA,,VICE MAYOR,"ALVIOLA, ROMEO",ALVIOLA,ROMEO,,,UNA,10781
NEGROS ISLAND REGION,NEGROS ORIENTAL,VALLEHERMOSO,,VICE MAYOR,"BONGOYAN, OLIVER",BONGOYAN,OLIVER,,,LP,9280
NEGROS ISLAND REGION,NEGROS ORIENTAL,ZAMBOANGUITA,,VICE MAYOR,"ELMIDO, EPING",ELMIDO,EPING,,,NPC,6429
REGION VIII,NORTHERN SAMAR,ALLEN,,VICE MAYOR,"DUBONGCO, ARTURO JR.",DUBONGCO,ARTURO,JR.,,NUP,10275
REGION VIII,NORTHERN SAMAR,BIRI,,VICE MAYOR,"BORCELO, WARREN",BORCELO,WARREN,,,IND,2942
REGION VIII,NORTHERN SAMAR,BOBON,,VICE MAYOR,"BALITE, ELENA",BALITE,ELENA,,,LP,6627
REGION VIII,NORTHERN SAMAR,CAPUL,,VICE MAYOR,"CATUCOD, JOSELITO",CATUCOD,JOSELITO,,,LP,4102
REGION VIII,NORTHERN SAMAR,CATARMAN,,VICE MAYOR,"BONSOL, BOOTS",BONSOL,BOOTS,,,NUP,20846
REGION VIII,NORTHERN SAMAR,CATUBIG,,VICE MAYOR,"MANLANGIT, JESUSIMO JR.",MANLANGIT,JESUSIMO,JR.,,NUP,7139
REGION VIII,NORTHERN SAMAR,GAMAY,,VICE MAYOR,"CAPOQUIAN, TIM",CAPOQUIAN,TIM,,DR.,NUP,7396
REGION VIII,NORTHERN SAMAR,LAOANG,,VICE MAYOR,"SARMIENTO, MIGUEL",SARMIENTO,MIGUEL,,,NUP,13749
REGION VIII,NORTHERN SAMAR,LAPINIG,,VICE MAYOR,"RONGCALES, VIVIAN",RONGCALES,VIVIAN,,,NUP,4022
REGION VIII,NORTHERN SAMAR,LAS NAVAS,,VICE MAYOR,"TAN, ARLITO",TAN,ARLITO,,,NUP,10281
REGION VIII,NORTHERN SAMAR,LAVEZARES,,VICE MAYOR,"CHAN, RICARDO",CHAN,RICARDO,,,UNA,6428
REGION VIII,NORTHERN SAMAR,LOPE DE VEGA,,VICE MAYOR,"SALUDARIO, BOBBY",SALUDARIO,BOBBY,,,LP,4299
REGION VIII,NORTHERN SAMAR,MAPANAS,,VICE MAYOR,"LONGCOP, ROGELIO",LONGCOP,ROGELIO,,,LP,4936
REGION VIII,NORTHERN SAMAR,MONDRAGON,,VICE MAYOR,"UNAY, DAWN",UNAY,DAWN,,,NUP,7050
REGION VIII,NORTHERN SAMAR,PALAPAG,,VICE MAYOR,"AGNO, MARLO",AGNO,MARLO,,,IND,9963
REGION VIII,NORTHERN SAMAR,PAMBUJAN,,VICE MAYOR,"TAN, TIRSO JR.",TAN,TIRSO,JR.,,NUP,6911
REGION VIII,NORTHERN SAMAR,ROSARIO,,VICE MAYOR,"ARILLO, VICENTE JR.",ARILLO,VICENTE,JR.,,NUP,2368
REGION VIII,NORTHERN SAMAR,SAN ANTONIO,,VICE MAYOR,"MONDOÑEDO, RUPERTO",MONDOÑEDO,RUPERTO,,,NPC,2768
REGION VIII,NORTHERN SAMAR,SAN ISIDRO,,VICE MAYOR,"TOMACAS, WILSON",TOMACAS,WILSON,,,NP,7139
REGION VIII,NORTHERN SAMAR,SAN JOSE,,VICE MAYOR,"BALLESTA, JOSE AGRIPINO",BALLESTA,JOSE,AGRIPINO,,LP,3405
REGION VIII,NORTHERN SAMAR,SAN ROQUE,,VICE MAYOR,"BANTILO, BOTOY",BANTILO,BOTOY,,,NUP,8015
REGION VIII,NORTHERN SAMAR,SAN VICENTE,,VICE MAYOR,"CATARONGAN, EGAY",CATARONGAN,EGAY,,,LP,3874
REGION VIII,NORTHERN SAMAR,SILVINO LOBOS,,VICE MAYOR,"JARITO, TOTONG",JARITO,TOTONG,,,NUP,4844
REGION VIII,NORTHERN SAMAR,VICTORIA,,VICE MAYOR,"SIAGO, NONOY",SIAGO,NONOY,,,UNA,3719
REGION III,NUEVA ECIJA,ALIAGA,,VICE MAYOR,"VARGAS, BETH",VARGAS,BETH,,,LP,12457
REGION III,NUEVA ECIJA,BONGABON,,VICE MAYOR,"CUDIA, RONNIE",CUDIA,RONNIE,,,BALANE,15552
REGION III,NUEVA ECIJA,CABANATUAN,,VICE MAYOR,"UMALI, ANTHONY",UMALI,ANTHONY,,DOC,UNANG SIGAW (PARTIDO NG PAGBABAGO),55137
REGION III,NUEVA ECIJA,CABIAO,,VICE MAYOR,"DELA CRUZ, ANGEL",DELA CRUZ,ANGEL,,,LP,19359
REGION III,NUEVA ECIJA,CARRANGLAN,,VICE MAYOR,"ALFONSO, BOJI",ALFONSO,BOJI,,,LP,9825
REGION III,NUEVA ECIJA,CUYAPO,,VICE MAYOR,"RAMOS, CINDERELLA",RAMOS,CINDERELLA,,,NP,13543
REGION III,NUEVA ECIJA,GABALDON BITULOK AND SABANI,,VICE MAYOR,"EMATA, JOBBY",EMATA,JOBBY,,,LP,11069
REGION III,NUEVA ECIJA,GAPAN,,VICE MAYOR,"BAUTISTA, INOCENCIO JR.",BAUTISTA,INOCENCIO,JR.,,PDPLBN,26530
REGION III,NUEVA ECIJA,GENERAL MAMERTO NATIVIDAD,,VICE MAYOR,"SAGUN, DENNIS",SAGUN,DENNIS,,,BALANE,9719
REGION III,NUEVA ECIJA,GENERAL TINIO PAPAYA,,VICE MAYOR,"PASCUAL, MELVIN",PASCUAL,MELVIN,,,LP,12647
REGION III,NUEVA ECIJA,GUIMBA,,VICE MAYOR,"GARCIA, ENDONG",GARCIA,ENDONG,,,BALANE,17125
REGION III,NUEVA ECIJA,JAEN,,VICE MAYOR,"AUSTRIA, SANTY",AUSTRIA,SANTY,,,LP,26580
REGION III,NUEVA ECIJA,LAUR,,VICE MAYOR,"BAYRO, HECTOR JR.",BAYRO,HECTOR,JR.,,UNANG SIGAW (PARTIDO NG PAGBABAGO),9699
REGION III,NUEVA ECIJA,LICAB,,VICE MAYOR,"CARAANG, ABET",CARAANG,ABET,,,BALANE,6419
REGION III,NUEVA ECIJA,LLANERA,,VICE MAYOR,"TADIAMAN, HERMOGENES JR.",TADIAMAN,HERMOGENES,JR.,,LP,7071
REGION III,NUEVA ECIJA,LUPAO,,VICE MAYOR,"GANAYO, ROBERT",GANAYO,ROBERT,,,BALANE,8888
REGION III,NUEVA ECIJA,NAMPICUAN,,VICE MAYOR,"GAMBOA, MARLOU",GAMBOA,MARLOU,,,IND,3076
REGION III,NUEVA ECIJA,PALAYAN,,VICE MAYOR,"ESLAYA, HENRY",ESLAYA,HENRY,,,PDPLBN,12042
REGION III,NUEVA ECIJA,PANTABANGAN,,VICE MAYOR,"UERA, ROSSMAN CARRYS",UERA,ROSSMAN,CARRYS,,LDP,5935
REGION III,NUEVA ECIJA,PENARANDA,,VICE MAYOR,"RAMOS, JOSELITO",RAMOS,JOSELITO,,,LP,9183
REGION III,NUEVA ECIJA,QUEZON,,VICE MAYOR,"JOSON, DEAN",JOSON,DEAN,,,BALANE,10139
REGION III,NUEVA ECIJA,RIZAL,,VICE MAYOR,"SOLIVEN, PACIO",SOLIVEN,PACIO,,,NPC,15776
REGION III,NUEVA ECIJA,SAN ANTONIO,,VICE MAYOR,"MAXWELL, JULIE",MAXWELL,JULIE,,,PMP,11374
REGION III,NUEVA ECIJA,SAN ISIDRO,,VICE MAYOR,"TINIO, ANTE",TINIO,ANTE,,,IND,15202
REGION III,NUEVA ECIJA,SAN JOSE,,VICE MAYOR,"FELIMON, GLENDA",FELIMON,GLENDA,,,BALANE,45150
REGION III,NUEVA ECIJA,SAN LEONARDO,,VICE MAYOR,"BAUTISTA, GELEN",BAUTISTA,GELEN,,,PRP,16989
REGION III,NUEVA ECIJA,SANTA ROSA,,VICE MAYOR,"ANGELES, BOYET",ANGELES,BOYET,,,BALANE,17735
REGION III,NUEVA ECIJA,SANTO DOMINGO,,VICE MAYOR,"ANDRES, GREGAND",ANDRES,GREGAND,,,NUP,16451
REGION III,NUEVA ECIJA,SCIENCE CITY OF MUNOZ,,VICE MAYOR,"ALVAREZ, TEKILA",ALVAREZ,TEKILA,,,PEOPLE'S ELA,21070
REGION III,NUEVA ECIJA,TALAVERA,,VICE MAYOR,"RODIEL, JUNJUN",RODIEL,JUNJUN,,,LP,40589
REGION III,NUEVA ECIJA,TALUGTUG,,VICE MAYOR,"GAMIT, BENJAMIN JR.",GAMIT,BENJAMIN,JR.,,LP,5648
REGION III,NUEVA ECIJA,ZARAGOZA,,VICE MAYOR,"NIEVES, EFREN",NIEVES,EFREN,,,LP,12443
REGION II,NUEVA VIZCAYA,ALFONSO CASTANEDA,,VICE MAYOR,"MARCELO, GABRIEL",MARCELO,GABRIEL,,,NP,2333
REGION II,NUEVA VIZCAYA,AMBAGUIO,,VICE MAYOR,"GULLUNAN, FRANCISCO",GULLUNAN,FRANCISCO,,,UNA,2137
REGION II,NUEVA VIZCAYA,ARITAO,,VICE MAYOR,"SAYO, RUBEN",SAYO,RUBEN,,,NP,10752
REGION II,NUEVA VIZCAYA,BAGABAG,,VICE MAYOR,"AFALLA, ED",AFALLA,ED,,,NP,11348
REGION II,NUEVA VIZCAYA,BAMBANG,,VICE MAYOR,"HERNANDEZ, ARNEL",HERNANDEZ,ARNEL,,,UNA,14803
REGION II,NUEVA VIZCAYA,BAYOMBONG,,VICE MAYOR,"GALVEZ, RONALDO",GALVEZ,RONALDO,,,IND,9233
REGION II,NUEVA VIZCAYA,DIADI,,VICE MAYOR,"DULNUAN, ROLITO",DULNUAN,ROLITO,,,NP,4363
REGION II,NUEVA VIZCAYA,DUPAX DEL NORTE,,VICE MAYOR,"PRADO, VIC",PRADO,VIC,,,NP,9126
REGION II,NUEVA VIZCAYA,DUPAX DEL SUR,,VICE MAYOR,"BINAY-AN, LUIS SR.",BINAY-AN,LUIS,SR.,,NP,5239
REGION II,NUEVA VIZCAYA,KASIBU,,VICE MAYOR,"TAYABAN, ROMEO",TAYABAN,ROMEO,,,UNA,1561
REGION II,NUEVA VIZCAYA,KAYAPA,,VICE MAYOR,"BALASYA, JOHN",BALASYA,JOHN,,,LP,1142
REGION II,NUEVA VIZCAYA,QUEZON,,VICE MAYOR,"SAVEDRA, VIRGILIO",SAVEDRA,VIRGILIO,,,NP,5816
REGION II,NUEVA VIZCAYA,SANTA FE,,VICE MAYOR,"TINDAAN, JONATHAN",TINDAAN,JONATHAN,,,LP,4296
REGION II,NUEVA VIZCAYA,SOLANO,,VICE MAYOR,"DACAYO, PHILIP",DACAYO,PHILIP,,,UNA,17489
REGION II,NUEVA VIZCAYA,VILLAVERDE,,VICE MAYOR,"DACUMOS, KRUWEL JOEVANNI",DACUMOS,KRUWEL,JOEVANNI,,NP,3932
REGION IV B,OCCIDENTAL MINDORO,ABRA DE ILOG,,VICE MAYOR,"QUITO, BOYET",QUITO,BOYET,,,LP,6563
REGION IV B,OCCIDENTAL MINDORO,CALINTAAN,,VICE MAYOR,"ESTEBAN, DANTE",ESTEBAN,DANTE,,,LP,6777
REGION IV B,OCCIDENTAL MINDORO,LOOC,,VICE MAYOR,"DELA TORRE, MARLON",DELA TORRE,MARLON,,,LP,4590
REGION IV B,OCCIDENTAL MINDORO,LUBANG,,VICE MAYOR,"VILLAS, CHARLES",VILLAS,CHARLES,,,LP,5584
REGION IV B,OCCIDENTAL MINDORO,MAGSAYSAY,,VICE MAYOR,"TRIA, JUN-JUN",TRIA,JUN-JUN,,,LP,11383
REGION IV B,OCCIDENTAL MINDORO,MAMBURAO,,VICE MAYOR,"PANALIGAN, BIG J",PANALIGAN,BIG,J,,LP,10076
REGION IV B,OCCIDENTAL MINDORO,PALUAN,,VICE MAYOR,"DIAZ, MICHAEL",DIAZ,MICHAEL,,,LP,5541
REGION IV B,OCCIDENTAL MINDORO,RIZAL,,VICE MAYOR,"ARCA, FERDINAND",ARCA,FERDINAND,,,LP,9626
REGION IV B,OCCIDENTAL MINDORO,SABLAYAN,,VICE MAYOR,"DANGEROS, ANDY",DANGEROS,ANDY,,,LP,21618
REGION IV B,OCCIDENTAL MINDORO,SAN JOSE,,VICE MAYOR,"AGAS, ROD",AGAS,ROD,,,LP,22561
REGION IV B,OCCIDENTAL MINDORO,SANTA CRUZ,,VICE MAYOR,"TORRELIZA, ERNIE",TORRELIZA,ERNIE,,,IND,9641
REGION IV B,ORIENTAL MINDORO,BACO,,VICE MAYOR,"CASTILLO, ERIC",CASTILLO,ERIC,,,LP,9507
