region,province,city,district,position,candidate_name,last_name,first_name,middle_name,title,party,votes
REGION II,ISABELA,,,GOVERNOR,"DY, BOJIE",DY,BOJIE,,,NPC,441261
CORDILLERA ADMINISTRATIVE REGION,KALINGA,,,GOVERNOR,"BAAC, JOCEL",BAAC,JOCEL,,,LP,43988
REGION I,LA UNION,,,GOVERNOR,"ORTEGA, PACOY",ORTEGA,PACOY,,,IND,171863
REGION IV A,LAGUNA,,,GOVERNOR,"HERNANDEZ, RAMIL",HERNANDEZ,RAMIL,,,NP,606002
REGION X,LANAO DEL NORTE,,,GOVERNOR,"DIMAPORO, ANGGING QUIBRANZA",DIMAPORO,ANGGING,QUIBRANZA,,LP,141492
BARMM,LANAO DEL SUR,,,GOVERNOR,"ADIONG, SORAYA",ADIONG,SORAYA,,,LP,157524
REGION VIII,LEYTE,,,GOVERNOR,"PETILLA, LEOPOLDO DOMINICO",PETILLA,LEOPOLDO,DOMINICO,,LP,450357
BARMM,MAGUINDANAO,,,GOVERNOR,"MANGUDADATU, ESMAEL",MANGUDADATU,ESMAEL,,,LP,216834
REGION IV B,MARINDUQUE,,,GOVERNOR,"REYES, NANAY",REYES,NANAY,,,LP,55105
REGION V,MASBATE,,,GOVERNOR,"KHO, TONY",KHO,TONY,,,NP,114268
REGION X,MISAMIS OCCIDENTAL,,,GOVERNOR,"RAMIRO, HERMINIA",RAMIRO,HERMINIA,,,NUP,204585
REGION X,MISAMIS ORIENTAL,,,GOVERNOR,"EMANO, BAMBI",EMANO,BAMBI,,,PADAYON PILIPINO,243972
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,,,GOVERNOR,"MAYAEN, LEONARD",MAYAEN,LEONARD,,,IND,53476
NEGROS ISLAND REGION,NEGROS OCCIDENTAL,,,GOVERNOR,"MARAÑON, ALFREDO JR",MARAÑON,ALFREDO,JR,,UNA,666650
NEGROS ISLAND REGION,NEGROS ORIENTAL,,,GOVERNOR,"DEGAMO, ROEL",DEGAMO,ROEL,,,NUP,319510
REGION VIII,NORTHERN SAMAR,,,GOVERNOR,"ONG, JUN",ONG,JUN,,,NUP,177455
REGION III,NUEVA ECIJA,,,GOVERNOR,"UMALI, CHERRY",UMALI,CHERRY,,,LP,574818
REGION II,NUEVA VIZCAYA,,,GOVERNOR,"PADILLA, CARLOS",PADILLA,CARLOS,,,NP,91105
REGION IV B,OCCIDENTAL MINDORO,,,GOVERNOR,"MENDIOLA, MARIO GENE",MENDIOLA,MARIO,GENE,,LP,109688
REGION IV B,ORIENTAL MINDORO,,,GOVERNOR,"UMALI, PA",UMALI,PA,,,LP,208279
REGION IV B,PALAWAN,,,GOVERNOR,"ALVAREZ, JCA",ALVAREZ,JCA,,,LP,190175
REGION III,PAMPANGA,,,GOVERNOR,"PINEDA, NANAY BABY",PINEDA,NANAY,BABY,,KAMBILAN,736816
REGION I,PANGASINAN,,,GOVERNOR,"ESPINO, AMADO III",ESPINO,AMADO,III,,AKSYON,720820
REGION IV A,QUEZON,,,GOVERNOR,"SUAREZ, DAVID",SUAREZ,DAVID,,,NUP,744796
REGION II,QUIRINO,,,GOVERNOR,"CUA, JUNIE",CUA,JUNIE,,,LP,68075
REGION IV A,RIZAL,,,GOVERNOR,"YNARES, NINI",YNARES,NINI,,,NPC,767909
REGION IV B,ROMBLON,,,GOVERNOR,"FIRMALO, EDUARDO",FIRMALO,EDUARDO,,,LP,79137
REGION VIII,SAMAR,,,GOVERNOR,"TAN, ANN",TAN,ANN,,,NPC,194821
REGION XII,SARANGANI,,,GOVERNOR,"SOLON, STEVE",SOLON,STEVE,,,PCM,139446
REGION VII,SIQUIJOR,,,GOVERNOR,"VILLA, JECOY",VILLA,JECOY,,,LP,31708
REGION V,SORSOGON,,,GOVERNOR,"RODRIGUEZA, BOBET",RODRIGUEZA,BOBET,,,LP,118469
REGION XII,SOUTH COTABATO,,,GOVERNOR,"AVANCE-FUENTES, DAISY",AVANCE-FUENTES,DAISY,,,NPC,193048
REGION VIII,SOUTHERN LEYTE,,,GOVERNOR,"MERCADO, MIAN",MERCADO,MIAN,,,LP,118333
REGION XII,SULTAN KUDARAT,,,GOVERNOR,"MANGUDADATU, PAX",MANGUDADATU,PAX,,DATU,AKMA-PTM,160158
BARMM,SULU,,,GOVERNOR,"TAN, ABDUSAKUR II",TAN,ABDUSAKUR,II,,LP,152704
REGION XIII,SURIGAO DEL NORTE,,,GOVERNOR,"MATUGAS, SOL",MATUGAS,SOL,,,LP,124968
REGION XIII,SURIGAO DEL SUR,,,GOVERNOR,"PIMENTEL, BB",PIMENTEL,BB,,,LP,106240
REGION III,TARLAC,,,GOVERNOR,"YAP, SUSAN",YAP,SUSAN,,,NPC,355493
BARMM,TAWI TAWI,,,GOVERNOR,"MATBA, RASH",MATBA,RASH,,,NUP,77605
REGION III,ZAMBALES,,,GOVERNOR,"DELOSO, AMOR",DELOSO,AMOR,,,IND,146257
REGION IX,ZAMBOANGA DEL NORTE,,,GOVERNOR,"UY, BERTO",UY,BERTO,,,LP,231510
REGION IX,ZAMBOANGA DEL SUR,,,GOVERNOR,"CERILLES, ANTONIO",CERILLES,ANTONIO,,,NPC,297456
REGION IX,ZAMBOANGA SIBUGAY,,,GOVERNOR,"PALMA, WILTER",PALMA,WILTER,,,LP,138751
CORDILLERA ADMINISTRATIVE REGION,ABRA,,,VICE GOVERNOR,"BALAO-AS, RONALD",BALAO-AS,RONALD,,,NUP,49349
REGION XIII,AGUSAN DEL NORTE,,,VICE GOVERNOR,"BUNGABONG, RAMBU",BUNGABONG,RAMBU,,,LP,70449
REGION XIII,AGUSAN DEL SUR,,,VICE GOVERNOR,"TORTOR, SAMUEL",TORTOR,SAMUEL,,,NUP,169939
REGION VI,AKLAN,,,VICE GOVERNOR,"QUIMPO, BOY",QUIMPO,BOY,,ATTY,NP,113004
REGION V,ALBAY,,,VICE GOVERNOR,"IMPERIAL, HAROLD",IMPERIAL,HAROLD,,,LP,354135
REGION VI,ANTIQUE,,,VICE GOVERNOR,"DENOSTA, EDGAR",DENOSTA,EDGAR,,,NUP,96491
CORDILLERA ADMINISTRATIVE REGION,APAYAO,,,VICE GOVERNOR,"ALBANO, REMY",ALBANO,REMY,,,LP,36300
REGION III,AURORA,,,VICE GOVERNOR,"ANGARA, ROMMEL RICO",ANGARA,ROMMEL,RICO,,LDP,67128
BARMM,BASILAN,,,VICE GOVERNOR,"ALANO, YUSOP",ALANO,YUSOP,,,NPC,77709
REGION III,BATAAN,,,VICE GOVERNOR,"GARCIA, TET",GARCIA,TET,,,BALIKATAN,303932
REGION II,BATANES,,,VICE GOVERNOR,"AGUTO, RONALD",AGUTO,RONALD,,,UNA,3423
REGION IV A,BATANGAS,,,VICE GOVERNOR,"ONA, NAS",ONA,NAS,,,NPC,520771
CORDILLERA ADMINISTRATIVE REGION,BENGUET,,,VICE GOVERNOR,"TINGBAOEN, FLORENCE",TINGBAOEN,FLORENCE,,,LP,56006
REGION VIII,BILIRAN,,,VICE GOVERNOR,"TUBIS, BOBOY",TUBIS,BOBOY,,,LP,37831
REGION VII,BOHOL,,,VICE GOVERNOR,"BALITE, DIONING",BALITE,DIONING,,,PDPLBN,278489
REGION X,BUKIDNON,,,VICE GOVERNOR,"QUIÑO, ROGELIO",QUIÑO,ROGELIO,,,BPP,186438
REGION III,BULACAN,,,VICE GOVERNOR,"FERNANDO, DANIEL",FERNANDO,DANIEL,,,LP,834042
REGION II,CAGAYAN,,,VICE GOVERNOR,"VARGAS, BOY",VARGAS,BOY,,,UNA,199168
REGION V,CAMARINES NORTE,,,VICE GOVERNOR,"PIMENTEL, JONAH",PIMENTEL,JONAH,,,NPC,108653
REGION V,CAMARINES SUR,,,VICE GOVERNOR,"PEÑA, FORTUNATO",PEÑA,FORTUNATO,,,LP,296073
REGION X,CAMIGUIN,,,VICE GOVERNOR,"EDERANGO, JAMES",EDERANGO,JAMES,,,LP,39015
REGION VI,CAPIZ,,,VICE GOVERNOR,"CONTRERAS, NONOY",CONTRERAS,NONOY,,,LP,242142
REGION V,CATANDUANES,,,VICE GOVERNOR,"ABUNDO, SHIRLEY",ABUNDO,SHIRLEY,,,NPC,59054
REGION IV A,CAVITE,,,VICE GOVERNOR,"REVILLA, RAMON JOLO III",REVILLA,RAMON,JOLO III,,LAKAS-CMD,938096
REGION VII,CEBU,,,VICE GOVERNOR,"MAGPALE, AGNES",MAGPALE,AGNES,,,LP,711570
REGION XII,COTABATO,,,VICE GOVERNOR,"IPONG, DODONG",IPONG,DODONG,,,IND,371777
REGION XI,DAVAO DE ORO,,,VICE GOVERNOR,"ZAMORA, WAY KURAT",ZAMORA,WAY,KURAT,,LP,172086
REGION XI,DAVAO DEL NORTE,,,VICE GOVERNOR,"DUJALI, ALAN",DUJALI,ALAN,,,IND,239259
REGION XI,DAVAO DEL SUR,,,VICE GOVERNOR,"ALMENDRAS, AILEEN",ALMENDRAS,AILEEN,,,NPC,129293
REGION XI,DAVAO OCCIDENTAL,,,VICE GOVERNOR,"BAUTISTA, FRANKLIN",BAUTISTA,FRANKLIN,,,LP,62109
REGION XI,DAVAO ORIENTAL,,,VICE GOVERNOR,"UY, NIÑO SOTERO JR.",UY,NIÑO,SOTERO JR.,,LP,121086
REGION XIII,DINAGAT ISLANDS,,,VICE GOVERNOR,"ECLEO, BENGLEN",ECLEO,BENGLEN,,,UNA,23520
REGION VIII,EASTERN SAMAR,,,VICE GOVERNOR,"PICARDAL, MARCELO FERDINAND",PICARDAL,MARCELO,FERDINAND,,LP,136735
REGION VI,GUIMARAS,,,VICE GOVERNOR,"GANDO, EDWARD",GANDO,EDWARD,,,LP,47083
CORDILLERA ADMINISTRATIVE REGION,IFUGAO,,,VICE GOVERNOR,"GULLITIW, JOSE",GULLITIW,JOSE,,,IND,34248
REGION I,ILOCOS NORTE,,,VICE GOVERNOR,"BARBA, EUGENIO ANGELO",BARBA,EUGENIO,ANGELO,,NP,211511
REGION I,ILOCOS SUR,,,VICE GOVERNOR,"SINGSON, JERRY",SINGSON,JERRY,,,NP,261791
REGION VI,ILOILO,,,VICE GOVERNOR,"GARIN, CHRISTINE",GARIN,CHRISTINE,,,NUP,472533
REGION II,ISABELA,,,VICE GOVERNOR,"ALBANO, TONYPET",ALBANO,TONYPET,,,UNA,413332
CORDILLERA ADMINISTRATIVE REGION,KALINGA,,,VICE GOVERNOR,"EDDUBA, JAMES",EDDUBA,JAMES,,,LAKAS-CMD,44705
REGION I,LA UNION,,,VICE GOVERNOR,"NISCE, AUREO",NISCE,AUREO,,,LP,290781
REGION IV A,LAGUNA,,,VICE GOVERNOR,"AGAPAY, KAREN",AGAPAY,KAREN,,,NP,481700
REGION X,LANAO DEL NORTE,,,VICE GOVERNOR,"ATAY, CRISTY",ATAY,CRISTY,,,LP,121997
BARMM,LANAO DEL SUR,,,VICE GOVERNOR,"ADIONG, BOMBIT",ADIONG,BOMBIT,,,LP,210125
REGION VIII,LEYTE,,,VICE GOVERNOR,"LORETO, CARLO",LORETO,CARLO,,,LP,323401
BARMM,MAGUINDANAO,,,VICE GOVERNOR,"SINSUAT, LESTER",SINSUAT,LESTER,,,LP,217758
REGION IV B,MARINDUQUE,,,VICE GOVERNOR,"BACORRO, ROMULO JR.",BACORRO,ROMULO,JR.,,LP,61685
REGION V,MASBATE,,,VICE GOVERNOR,"REVIL, KAYE",REVIL,KAYE,,,NUP,129012
REGION X,MISAMIS OCCIDENTAL,,,VICE GOVERNOR,"ALMONTE, JIEJIE",ALMONTE,JIEJIE,,,LP,164351
REGION X,MISAMIS ORIENTAL,,,VICE GOVERNOR,"PELAEZ, JOEY",PELAEZ,JOEY,,,UNA,229991
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,,,VICE GOVERNOR,"LACWASAN, BONIFACIO JR.",LACWASAN,BONIFACIO,JR.,,IND,52350
NEGROS ISLAND REGION,NEGROS OCCIDENTAL,,,VICE GOVERNOR,"LACSON, BONG",LACSON,BONG,,,NPC,465781
NEGROS ISLAND REGION,NEGROS ORIENTAL,,,VICE GOVERNOR,"MACIAS, MARK",MACIAS,MARK,,,LP,272717
REGION VIII,NORTHERN SAMAR,,,VICE GOVERNOR,"LAVIN, GARY",LAVIN,GARY,,,NUP,129281
REGION III,NUEVA ECIJA,,,VICE GOVERNOR,"PADIERNOS, GP",PADIERNOS,GP,,,LP,671949
REGION II,NUEVA VIZCAYA,,,VICE GOVERNOR,"GALIMA, LAMBERT",GALIMA,LAMBERT,,,NP,85490
REGION IV B,OCCIDENTAL MINDORO,,,VICE GOVERNOR,"ALFARO, PETER",ALFARO,PETER,,,LP,113887
REGION IV B,ORIENTAL MINDORO,,,VICE GOVERNOR,"DOLOR, BONZ",DOLOR,BONZ,,,LP,233451
REGION IV B,PALAWAN,,,VICE GOVERNOR,"SOCRATES, DENNIS",SOCRATES,DENNIS,,,PPP,214384
REGION III,PAMPANGA,,,VICE GOVERNOR,"PINEDA, DELTA",PINEDA,DELTA,,,KAMBILAN,649425
REGION I,PANGASINAN,,,VICE GOVERNOR,"CALIMLIM, FERDIE",CALIMLIM,FERDIE,,,AKSYON,554584
REGION IV A,QUEZON,,,VICE GOVERNOR,"NANTES, SAM",NANTES,SAM,,,LP,426197
REGION II,QUIRINO,,,VICE GOVERNOR,"CALAUNAN, MAY",CALAUNAN,MAY,,,LP,58736
REGION IV A,RIZAL,,,VICE GOVERNOR,"SAN JUAN, REYNALDO JR.",SAN JUAN,REYNALDO,JR.,,LP,519941
REGION IV B,ROMBLON,,,VICE GOVERNOR,"RIANO, JOSE",RIANO,JOSE,,,LP,71715
REGION VIII,SAMAR,,,VICE GOVERNOR,"TAN, JIMBOY",TAN,JIMBOY,,,NP,212398
REGION XII,SARANGANI,,,VICE GOVERNOR,"DE PERALTA, ELMER",DE PERALTA,ELMER,,,PCM,108126
REGION VII,SIQUIJOR,,,VICE GOVERNOR,"QUEZON, MEI LING",QUEZON,MEI,LING,,LP,26135
REGION V,SORSOGON,,,VICE GOVERNOR,"HAMOR, ESTER",HAMOR,ESTER,,,IND,184578
REGION XII,SOUTH COTABATO,,,VICE GOVERNOR,"DE JESUS, VIC",DE JESUS,VIC,,,LP,150350
REGION VIII,SOUTHERN LEYTE,,,VICE GOVERNOR,"YAP, COCO",YAP,COCO,,,LP,89324
REGION XII,SULTAN KUDARAT,,,VICE GOVERNOR,"SAKALURAN, RADEN",SAKALURAN,RADEN,,,AKMA-PTM,138553
BARMM,SULU,,,VICE GOVERNOR,"TAN, NURUNISAH",TAN,NURUNISAH,,,LP,139299
REGION XIII,SURIGAO DEL NORTE,,,VICE GOVERNOR,"EGAY, ARTURO CARLOS JR.",EGAY,ARTURO,CARLOS JR.,,LP,112980
REGION XIII,SURIGAO DEL SUR,,,VICE GOVERNOR,"ALAMEDA, MANUEL SR.",ALAMEDA,MANUEL,SR.,,LP,109881
REGION III,TARLAC,,,VICE GOVERNOR,"DAVID, CASADA",DAVID,CASADA,,,NPC,207199
BARMM,TAWI TAWI,,,VICE GOVERNOR,"AHAJA, TATI",AHAJA,TATI,,,NUP,68216
REGION III,ZAMBALES,,,VICE GOVERNOR,"MAGSAYSAY, ANGEL",MAGSAYSAY,ANGEL,,,IND,132717
REGION IX,ZAMBOANGA DEL NORTE,,,VICE GOVERNOR,"ANGELES, SENEN",ANGELES,SENEN,,,LP,197520
REGION IX,ZAMBOANGA DEL SUR,,,VICE GOVERNOR,"CERILLES, ACE",CERILLES,ACE,,,LP,273961
REGION IX,ZAMBOANGA SIBUGAY,,,VICE GOVERNOR,"ALIBUTDAN, ELDWIN",ALIBUTDAN,ELDWIN,,,LP,97295
CORDILLERA ADMINISTRATIVE REGION,ABRA,,FIRST,PROVINCIAL BOARD MEMBER,"BIDES, ELMER",BIDES,ELMER,,,LP,27830
CORDILLERA ADMINISTRATIVE REGION,ABRA,,FIRST,PROVINCIAL BOARD MEMBER,"DAYAG, ANTONIO",DAYAG,ANTONIO,,,LP,20471
CORDILLERA ADMINISTRATIVE REGION,ABRA,,FIRST,PROVINCIAL BOARD MEMBER,"ANDANAN, NARDZ",ANDANAN,NARDZ,,,LP,20092
CORDILLERA ADMINISTRATIVE REGION,ABRA,,FIRST,PROVINCIAL BOARD MEMBER,"GAYAO, ELMER SR.",GAYAO,ELMER,SR.,,NUP,17038
CORDILLERA ADMINISTRATIVE REGION,ABRA,,SECOND,PROVINCIAL BOARD MEMBER,"BALBIN, LIAN",BALBIN,LIAN,,,LP,35701
CORDILLERA ADMINISTRATIVE REGION,ABRA,,SECOND,PROVINCIAL BOARD MEMBER,"ALZATE, BYRONE",ALZATE,BYRONE,,,NUP,30197
CORDILLERA ADMINISTRATIVE REGION,ABRA,,SECOND,PROVINCIAL BOARD MEMBER,"JENKINS, MARIA ELENA",JENKINS,MARIA,ELENA,,NUP,27472
CORDILLERA ADMINISTRATIVE REGION,ABRA,,SECOND,PROVINCIAL BOARD MEMBER,"BERSAMIN, ANNE",BERSAMIN,ANNE,,,LP,26582
REGION XIII,AGUSAN DEL NORTE,,FIRST,PROVINCIAL BOARD MEMBER,"ESCASIÑAS, VIRGILIO JR.",ESCASIÑAS,VIRGILIO,JR.,,LP,6374
REGION XIII,AGUSAN DEL NORTE,,FIRST,PROVINCIAL BOARD MEMBER,"MUSICO, LILIBETH",MUSICO,LILIBETH,,,NP,5577
REGION XIII,AGUSAN DEL NORTE,,SECOND,PROVINCIAL BOARD MEMBER,"CUASITO, SAL",CUASITO,SAL,,,NP,52004
REGION XIII,AGUSAN DEL NORTE,,SECOND,PROVINCIAL BOARD MEMBER,"MARAGAÑAS, LORITO",MARAGAÑAS,LORITO,,,NP,51432
REGION XIII,AGUSAN DEL NORTE,,SECOND,PROVINCIAL BOARD MEMBER,"GAMBE, AQUINO",GAMBE,AQUINO,,,LP,50974
REGION XIII,AGUSAN DEL NORTE,,SECOND,PROVINCIAL BOARD MEMBER,"CALO, BABETTE",CALO,BABETTE,,,LP,50731
REGION XIII,AGUSAN DEL SUR,,FIRST,PROVINCIAL BOARD MEMBER,"CANE, SANTI",CANE,SANTI,,,NUP,75089
REGION XIII,AGUSAN DEL SUR,,FIRST,PROVINCIAL BOARD MEMBER,"BASCUG, ALFEL",BASCUG,ALFEL,,,NUP,74439
REGION XIII,AGUSAN DEL SUR,,FIRST,PROVINCIAL BOARD MEMBER,"BASTARECHE, TOTO",BASTARECHE,TOTO,,,NUP,65658
REGION XIII,AGUSAN DEL SUR,,FIRST,PROVINCIAL BOARD MEMBER,"CORVERA, BEBOT",CORVERA,BEBOT,,,NUP,63494
REGION XIII,AGUSAN DEL SUR,,SECOND,PROVINCIAL BOARD MEMBER,"MELLANA, EDWARD",MELLANA,EDWARD,,,NUP,86582
REGION XIII,AGUSAN DEL SUR,,SECOND,PROVINCIAL BOARD MEMBER,"DEL ROSARIO, KLENG",DEL ROSARIO,KLENG,,,NUP,79378
REGION XIII,AGUSAN DEL SUR,,SECOND,PROVINCIAL BOARD MEMBER,"ELORDE, GILBERT",ELORDE,GILBERT,,,NUP,75622
REGION XIII,AGUSAN DEL SUR,,SECOND,PROVINCIAL BOARD MEMBER,"ANANORIA, AGUSANI",ANANORIA,AGUSANI,,,NUP,74039
REGION VI,AKLAN,,FIRST,PROVINCIAL BOARD MEMBER,"NERON, AMPOD",NERON,AMPOD,,,LP,62835
REGION VI,AKLAN,,FIRST,PROVINCIAL BOARD MEMBER,"DELA CRUZ, SOVIET",DELA CRUZ,SOVIET,,,NP,61499
REGION VI,AKLAN,,FIRST,PROVINCIAL BOARD MEMBER,"TIROL, LILLIAN",TIROL,LILLIAN,,,LP,51808
REGION VI,AKLAN,,FIRST,PROVINCIAL BOARD MEMBER,"SODUSTA, IMMANUEL",SODUSTA,IMMANUEL,,,NPC,49711
REGION VI,AKLAN,,FIRST,PROVINCIAL BOARD MEMBER,"SUCGANG, HARRY",SUCGANG,HARRY,,,UNA,49479
REGION VI,AKLAN,,SECOND,PROVINCIAL BOARD MEMBER,"GELITO, ANDOY",GELITO,ANDOY,,,LP,63417
REGION VI,AKLAN,,SECOND,PROVINCIAL BOARD MEMBER,"MIRAFLORES, MIGUEL",MIRAFLORES,MIGUEL,,,LP,63105
REGION VI,AKLAN,,SECOND,PROVINCIAL BOARD MEMBER,"TEJADA, JAY",TEJADA,JAY,,,LP,57605
REGION VI,AKLAN,,SECOND,PROVINCIAL BOARD MEMBER,"FLORES, ESEL",FLORES,ESEL,,,LP,55102
REGION VI,AKLAN,,SECOND,PROVINCIAL BOARD MEMBER,"SANTAMARIA, NELSON",SANTAMARIA,NELSON,,,LP,53341
REGION V,ALBAY,,FIRST,PROVINCIAL BOARD MEMBER,"BRAGAIS, REY",BRAGAIS,REY,,,LP,74900
REGION V,ALBAY,,FIRST,PROVINCIAL BOARD MEMBER,"ZIGA, VICTOR JR.",ZIGA,VICTOR,JR.,,UNA,60369
REGION V,ALBAY,,FIRST,PROVINCIAL BOARD MEMBER,"BELEN, JOB",BELEN,JOB,,,LP,56966
REGION V,ALBAY,,SECOND,PROVINCIAL BOARD MEMBER,"IMPERIAL, RB",IMPERIAL,RB,,,LP,111837
REGION V,ALBAY,,SECOND,PROVINCIAL BOARD MEMBER,"ROSAL, ROLLY",ROSAL,ROLLY,,,LP,106040
REGION V,ALBAY,,SECOND,PROVINCIAL BOARD MEMBER,"ANDES, RALPH",ANDES,RALPH,,,LP,98632
REGION V,ALBAY,,THIRD,PROVINCIAL BOARD MEMBER,"SALCEDA, JESAP",SALCEDA,JESAP,,,LP,111559
REGION V,ALBAY,,THIRD,PROVINCIAL BOARD MEMBER,"ARANDIA, DANTE",ARANDIA,DANTE,,,UNA,64042
REGION V,ALBAY,,THIRD,PROVINCIAL BOARD MEMBER,"IMPERIAL, PEM",IMPERIAL,PEM,,,IND,62843
REGION VI,ANTIQUE,,FIRST,PROVINCIAL BOARD MEMBER,"MOLINA, RONY",MOLINA,RONY,,,LP,55402
REGION VI,ANTIQUE,,FIRST,PROVINCIAL BOARD MEMBER,"PICCIO, VINCENT III",PICCIO,VINCENT,III,,NUP,50316
REGION VI,ANTIQUE,,FIRST,PROVINCIAL BOARD MEMBER,"CORVERA, NANDING",CORVERA,NANDING,,,NUP,39445
REGION VI,ANTIQUE,,FIRST,PROVINCIAL BOARD MEMBER,"LOTILLA, BINGBING",LOTILLA,BINGBING,,,NUP,34697
REGION VI,ANTIQUE,,FIRST,PROVINCIAL BOARD MEMBER,"FORNIER, MA ORCHID",FORNIER,MA,ORCHID,,NUP,30113
REGION VI,ANTIQUE,,FIRST,PROVINCIAL BOARD MEMBER,"SUMANDE, PIO",SUMANDE,PIO,,,IND,29544
REGION VI,ANTIQUE,,SECOND,PROVINCIAL BOARD MEMBER,"DIMAMAY, ROSIE",DIMAMAY,ROSIE,,,LP,52326
