region,province,city,district,position,candidate_name,last_name,first_name,middle_name,title,party,votes
REGION VIII,LEYTE,ALBUERA,LONE,COUNCILOR,"BARTE, ANTHONY",BARTE,ANTHONY,,,PDPLBN,10335
REGION VIII,LEYTE,ALBUERA,LONE,COUNCILOR,"BILBAO, LENY",BILBAO,LENY,,,IND,10178
REGION VIII,LEYTE,ALBUERA,LONE,COUNCILOR,"DELA VICTORIA, LIZA",DELA VICTORIA,LIZA,,,PDPLBN,9783
REGION VIII,LEYTE,BABATNGON,LONE,COUNCILOR,"LAWSIN, BUTCH",LAWSIN,BUTCH,,,TINGOG,8822
REGION VIII,LEYTE,BABATNGON,LONE,COUNCILOR,"CORSIGA, KIM",CORSIGA,KIM,,,IND,8054
REGION VIII,LEYTE,BABATNGON,LONE,COUNCILOR,"EMBANA, JOMAR",EMBANA,JOMAR,,,IND,6892
REGION VIII,LEYTE,BABATNGON,LONE,COUNCILOR,"ODON, OSOT",ODON,OSOT,,,LDP,6433
REGION VIII,LEYTE,BABATNGON,LONE,COUNCILOR,"ELIZAGA, JUN",ELIZAGA,JUN,,,LDP,6325
REGION VIII,LEYTE,BABATNGON,LONE,COUNCILOR,"MENZON, LARRY",MENZON,LARRY,,,PRP,6153
REGION VIII,LEYTE,BABATNGON,LONE,COUNCILOR,"CHAN, CHARRY",CHAN,CHARRY,,,PDPLBN,6041
REGION VIII,LEYTE,BABATNGON,LONE,COUNCILOR,"BELLO, ALEX",BELLO,ALEX,,,PDPLBN,5549
REGION VIII,LEYTE,BARUGO,LONE,COUNCILOR,"DEHAYCO, DON",DEHAYCO,DON,,,PDPLBN,10978
REGION VIII,LEYTE,BARUGO,LONE,COUNCILOR,"AVESTRUZ, WAYNE",AVESTRUZ,WAYNE,,,PDPLBN,10712
REGION VIII,LEYTE,BARUGO,LONE,COUNCILOR,"CALZITA, ED",CALZITA,ED,,,PRP,10009
REGION VIII,LEYTE,BARUGO,LONE,COUNCILOR,"ASTORGA, NIKKOS",ASTORGA,NIKKOS,,,PRP,9802
REGION VIII,LEYTE,BARUGO,LONE,COUNCILOR,"BALAIS, CLINIO",BALAIS,CLINIO,,,PDPLBN,9565
REGION VIII,LEYTE,BARUGO,LONE,COUNCILOR,"CAÑEZAL, JEFFREY",CAÑEZAL,JEFFREY,,,PDPLBN,9475
REGION VIII,LEYTE,BARUGO,LONE,COUNCILOR,"CABANACAN, JESSE",CABANACAN,JESSE,,,PDPLBN,9318
REGION VIII,LEYTE,BARUGO,LONE,COUNCILOR,"ADRALES, DOMINGO",ADRALES,DOMINGO,,,PDPLBN,8469
REGION VIII,LEYTE,BATO,LONE,COUNCILOR,"ECHEVARRE, AN-AN",ECHEVARRE,AN-AN,,,PDPLBN,13598
REGION VIII,LEYTE,BATO,LONE,COUNCILOR,"PITOGO, DANNY",PITOGO,DANNY,,,PDPLBN,13138
REGION VIII,LEYTE,BATO,LONE,COUNCILOR,"DIAO, PEPE",DIAO,PEPE,,,PDPLBN,12830
REGION VIII,LEYTE,BATO,LONE,COUNCILOR,"ACENAS, LOLOY",ACENAS,LOLOY,,,PDPLBN,12503
REGION VIII,LEYTE,BATO,LONE,COUNCILOR,"AUREO, GERRY",AUREO,GERRY,,,PDPLBN,12408
REGION VIII,LEYTE,BATO,LONE,COUNCILOR,"SALVATIERRA, MAKMAK",SALVATIERRA,MAKMAK,,,PDPLBN,11971
REGION VIII,LEYTE,BATO,LONE,COUNCILOR,"SALAZAR, HERBERT",SALAZAR,HERBERT,,,PDPLBN,11850
REGION VIII,LEYTE,BATO,LONE,COUNCILOR,"TANEO, ARNOLD",TANEO,ARNOLD,,,PDPLBN,11452
REGION VIII,LEYTE,BAYBAY,LONE,COUNCILOR,"ALCALA, ROMULO",ALCALA,ROMULO,,,PDPLBN,37945
REGION VIII,LEYTE,BAYBAY,LONE,COUNCILOR,"ASTORGA, SIMOUNE",ASTORGA,SIMOUNE,,,PDPLBN,33296
REGION VIII,LEYTE,BAYBAY,LONE,COUNCILOR,"ARRADAZA, IKE",ARRADAZA,IKE,,,PDPLBN,33061
REGION VIII,LEYTE,BAYBAY,LONE,COUNCILOR,"BACUSMO, JOSE",BACUSMO,JOSE,,,PDPLBN,31927
REGION VIII,LEYTE,BAYBAY,LONE,COUNCILOR,"AVILA, TOTO",AVILA,TOTO,,,PDPLBN,29955
REGION VIII,LEYTE,BAYBAY,LONE,COUNCILOR,"CARI, CARMEN",CARI,CARMEN,,,IND,28909
REGION VIII,LEYTE,BAYBAY,LONE,COUNCILOR,"VELOSO, RR",VELOSO,RR,,,PDPLBN,28879
REGION VIII,LEYTE,BAYBAY,LONE,COUNCILOR,"PEÑARANDA, MEL",PEÑARANDA,MEL,,ATTY.,PDPLBN,28233
REGION VIII,LEYTE,BURAUEN,LONE,COUNCILOR,"ENERLAN, VINCENT",ENERLAN,VINCENT,,,PDPLBN,12059
REGION VIII,LEYTE,BURAUEN,LONE,COUNCILOR,"RELATORRES, CIPRIANO JR",RELATORRES,CIPRIANO,JR,,PDPLBN,11166
REGION VIII,LEYTE,BURAUEN,LONE,COUNCILOR,"CAMASIN, HERMENIA",CAMASIN,HERMENIA,,,PDPLBN,11099
REGION VIII,LEYTE,BURAUEN,LONE,COUNCILOR,"CINCO, BRYAN",CINCO,BRYAN,,,IND,10674
REGION VIII,LEYTE,BURAUEN,LONE,COUNCILOR,"SENO, DEXTER",SENO,DEXTER,,,PDPLBN,10601
REGION VIII,LEYTE,BURAUEN,LONE,COUNCILOR,"DEL PILAR, ROBERT",DEL PILAR,ROBERT,,,LDP,9360
REGION VIII,LEYTE,BURAUEN,LONE,COUNCILOR,"CORAL, EVAFE",CORAL,EVAFE,,,LDP,9117
REGION VIII,LEYTE,BURAUEN,LONE,COUNCILOR,"CAGARA, OSCAR",CAGARA,OSCAR,,,PDPLBN,8933
REGION VIII,LEYTE,CALUBIAN,LONE,COUNCILOR,"BATIANCELA, YANYAN",BATIANCELA,YANYAN,,,NPC,7959
REGION VIII,LEYTE,CALUBIAN,LONE,COUNCILOR,"EAMIGUEL, NOEL",EAMIGUEL,NOEL,,,NUP,7523
REGION VIII,LEYTE,CALUBIAN,LONE,COUNCILOR,"CHING, JUN",CHING,JUN,,,NUP,6994
REGION VIII,LEYTE,CALUBIAN,LONE,COUNCILOR,"LUBIANO, ESTER",LUBIANO,ESTER,,,NPC,6986
REGION VIII,LEYTE,CALUBIAN,LONE,COUNCILOR,"HALICHIC, JULIA",HALICHIC,JULIA,,,NUP,6607
REGION VIII,LEYTE,CALUBIAN,LONE,COUNCILOR,"CALBITAZA, BENJIE",CALBITAZA,BENJIE,,,LDP,6410
REGION VIII,LEYTE,CALUBIAN,LONE,COUNCILOR,"NIERRAS, ALYZA",NIERRAS,ALYZA,,,LDP,6304
REGION VIII,LEYTE,CALUBIAN,LONE,COUNCILOR,"PALCONIT, LUCITA",PALCONIT,LUCITA,,,PROMDI,6184
REGION VIII,LEYTE,CAPOOCAN,LONE,COUNCILOR,"EGANO, ALLAN",EGANO,ALLAN,,,PDR,12214
REGION VIII,LEYTE,CAPOOCAN,LONE,COUNCILOR,"VALLAR, BONG",VALLAR,BONG,,,PDR,10688
REGION VIII,LEYTE,CAPOOCAN,LONE,COUNCILOR,"ARBOSO, EMIE",ARBOSO,EMIE,,,PDPLBN,10208
REGION VIII,LEYTE,CAPOOCAN,LONE,COUNCILOR,"NEPOMUCENO, YOYO",NEPOMUCENO,YOYO,,,PDR,8871
REGION VIII,LEYTE,CAPOOCAN,LONE,COUNCILOR,"PIGAR, GRACE",PIGAR,GRACE,,,PDPLBN,8727
REGION VIII,LEYTE,CAPOOCAN,LONE,COUNCILOR,"NIMO, ENTOY",NIMO,ENTOY,,,PDR,8404
REGION VIII,LEYTE,CAPOOCAN,LONE,COUNCILOR,"CAROLINO, JUN-JUN",CAROLINO,JUN-JUN,,,PDPLBN,7800
REGION VIII,LEYTE,CAPOOCAN,LONE,COUNCILOR,"PEÑARANDA, ETANG",PEÑARANDA,ETANG,,,PDPLBN,7514
REGION VIII,LEYTE,CARIGARA,LONE,COUNCILOR,"CAMPOSANO, JIMMY",CAMPOSANO,JIMMY,,,PDPLBN,18850
REGION VIII,LEYTE,CARIGARA,LONE,COUNCILOR,"LARRAGA, JOENLEE",LARRAGA,JOENLEE,,,PDPLBN,15579
REGION VIII,LEYTE,CARIGARA,LONE,COUNCILOR,"CRISOSTOMO, ANABELLA",CRISOSTOMO,ANABELLA,,,PDPLBN,14911
REGION VIII,LEYTE,CARIGARA,LONE,COUNCILOR,"MODESTO, MILDRED",MODESTO,MILDRED,,,RP,14577
REGION VIII,LEYTE,CARIGARA,LONE,COUNCILOR,"LLOREN, RAUL",LLOREN,RAUL,,,PDPLBN,14405
REGION VIII,LEYTE,CARIGARA,LONE,COUNCILOR,"MARPA, LORNA",MARPA,LORNA,,,PDPLBN,14126
REGION VIII,LEYTE,CARIGARA,LONE,COUNCILOR,"GUIA, SELOY",GUIA,SELOY,,,PDPLBN,13717
REGION VIII,LEYTE,CARIGARA,LONE,COUNCILOR,"AGNER, KIM ANTHONY",AGNER,KIM,ANTHONY,,IND,12749
REGION VIII,LEYTE,DAGAMI,LONE,COUNCILOR,"DUMDUMA, JUDY JR.",DUMDUMA,JUDY,JR.,,PDPLBN,13458
REGION VIII,LEYTE,DAGAMI,LONE,COUNCILOR,"BUD-OY, ROLANDO",BUD-OY,ROLANDO,,,PDPLBN,12272
REGION VIII,LEYTE,DAGAMI,LONE,COUNCILOR,"BAYONA, BRYAN",BAYONA,BRYAN,,,PDPLBN,12156
REGION VIII,LEYTE,DAGAMI,LONE,COUNCILOR,"SUDARIO, JINGLE",SUDARIO,JINGLE,,,TINGOG,11997
REGION VIII,LEYTE,DAGAMI,LONE,COUNCILOR,"CABIDOG, CARING",CABIDOG,CARING,,,PDPLBN,11682
REGION VIII,LEYTE,DAGAMI,LONE,COUNCILOR,"BARDILLON, JETRO",BARDILLON,JETRO,,,PDPLBN,11154
REGION VIII,LEYTE,DAGAMI,LONE,COUNCILOR,"MENDOZA, SUSAN",MENDOZA,SUSAN,,,IND,10257
REGION VIII,LEYTE,DAGAMI,LONE,COUNCILOR,"TRECEÑE, REYNALDO",TRECEÑE,REYNALDO,,,PDPLBN,9546
REGION VIII,LEYTE,DULAG,LONE,COUNCILOR,"CAPUNGCOL, ROMMEL",CAPUNGCOL,ROMMEL,,,PDPLBN,17315
REGION VIII,LEYTE,DULAG,LONE,COUNCILOR,"LAUZON, NELSON",LAUZON,NELSON,,,PDPLBN,15232
REGION VIII,LEYTE,DULAG,LONE,COUNCILOR,"VELOSO, JERSON SIMON",VELOSO,JERSON,SIMON,,PDPLBN,15155
REGION VIII,LEYTE,DULAG,LONE,COUNCILOR,"PETILOS, VICENTE JR.",PETILOS,VICENTE,JR.,,PDPLBN,14094
REGION VIII,LEYTE,DULAG,LONE,COUNCILOR,"DUGOS, ROUBEL",DUGOS,ROUBEL,,,PDPLBN,13865
REGION VIII,LEYTE,DULAG,LONE,COUNCILOR,"CAMPOSANO, BENVINEDO",CAMPOSANO,BENVINEDO,,,PDPLBN,13683
REGION VIII,LEYTE,DULAG,LONE,COUNCILOR,"CADAYONG, VICTOR",CADAYONG,VICTOR,,,PDPLBN,13217
REGION VIII,LEYTE,DULAG,LONE,COUNCILOR,"CASTRO, MIGUEL",CASTRO,MIGUEL,,,PDPLBN,12517
REGION VIII,LEYTE,HILONGOS,LONE,COUNCILOR,"ONG, BONGBONG",ONG,BONGBONG,,,PDPLBN,26507
REGION VIII,LEYTE,HILONGOS,LONE,COUNCILOR,"GABISAN, MANUEL",GABISAN,MANUEL,,,PDPLBN,26130
REGION VIII,LEYTE,HILONGOS,LONE,COUNCILOR,"LORA, ATON",LORA,ATON,,,PDPLBN,25458
REGION VIII,LEYTE,HILONGOS,LONE,COUNCILOR,"NERVES, BADETH",NERVES,BADETH,,,PDPLBN,24834
REGION VIII,LEYTE,HILONGOS,LONE,COUNCILOR,"FALLER, EDWIN",FALLER,EDWIN,,,PDPLBN,24073
REGION VIII,LEYTE,HILONGOS,LONE,COUNCILOR,"REOMA, ALINE",REOMA,ALINE,,,PDPLBN,23153
REGION VIII,LEYTE,HILONGOS,LONE,COUNCILOR,"ZARATE, TRINING",ZARATE,TRINING,,,PDPLBN,22949
REGION VIII,LEYTE,HILONGOS,LONE,COUNCILOR,"ORTEGA, BOY",ORTEGA,BOY,,,PDPLBN,22715
REGION VIII,LEYTE,HINDANG,LONE,COUNCILOR,"ABOYME, GELO",ABOYME,GELO,,,PDPLBN,8920
REGION VIII,LEYTE,HINDANG,LONE,COUNCILOR,"MONTERO, JOY",MONTERO,JOY,,,PDPLBN,6607
REGION VIII,LEYTE,HINDANG,LONE,COUNCILOR,"CAVITE, IDA",CAVITE,IDA,,,PDPLBN,6138
REGION VIII,LEYTE,HINDANG,LONE,COUNCILOR,"BASAÑEZ, MULONG",BASAÑEZ,MULONG,,,PDPLBN,5986
REGION VIII,LEYTE,HINDANG,LONE,COUNCILOR,"YANOLA, BENNY",YANOLA,BENNY,,,PDPLBN,5758
REGION VIII,LEYTE,HINDANG,LONE,COUNCILOR,"CAVERO, APIN",CAVERO,APIN,,,PDPLBN,5683
REGION VIII,LEYTE,HINDANG,LONE,COUNCILOR,"DELALAMON, SORIANO",DELALAMON,SORIANO,,,PROMDI,5547
REGION VIII,LEYTE,HINDANG,LONE,COUNCILOR,"BAÑEZ, BADOY",BAÑEZ,BADOY,,,PROMDI,5369
REGION VIII,LEYTE,INOPACAN,LONE,COUNCILOR,"RULETE, ETE",RULETE,ETE,,,LDP,7046
REGION VIII,LEYTE,INOPACAN,LONE,COUNCILOR,"DEDAL, ANDY",DEDAL,ANDY,,,LDP,6696
REGION VIII,LEYTE,INOPACAN,LONE,COUNCILOR,"DE LOS SANTOS, JEAN",DE LOS SANTOS,JEAN,,,LDP,6512
REGION VIII,LEYTE,INOPACAN,LONE,COUNCILOR,"BERNALES, JOEL",BERNALES,JOEL,,,LDP,6208
REGION VIII,LEYTE,INOPACAN,LONE,COUNCILOR,"YAMSON, JIAN",YAMSON,JIAN,,,LDP,6136
REGION VIII,LEYTE,INOPACAN,LONE,COUNCILOR,"MALANGUIS, DARIA",MALANGUIS,DARIA,,,LDP,5963
REGION VIII,LEYTE,INOPACAN,LONE,COUNCILOR,"MADRAZO, ROWENA",MADRAZO,ROWENA,,,PDPLBN,5917
REGION VIII,LEYTE,INOPACAN,LONE,COUNCILOR,"SIAO, ADOS",SIAO,ADOS,,,LDP,5647
REGION VIII,LEYTE,ISABEL,LONE,COUNCILOR,"ALEMIA, TEDDY",ALEMIA,TEDDY,,,NPC,16497
REGION VIII,LEYTE,ISABEL,LONE,COUNCILOR,"MAPPALA, KINGKONG",MAPPALA,KINGKONG,,,NPC,16248
REGION VIII,LEYTE,ISABEL,LONE,COUNCILOR,"ROJAS, BOBET",ROJAS,BOBET,,,NPC,15505
REGION VIII,LEYTE,ISABEL,LONE,COUNCILOR,"BERTULFO, EBON",BERTULFO,EBON,,,NPC,15108
REGION VIII,LEYTE,ISABEL,LONE,COUNCILOR,"MARTIN, ALDEN",MARTIN,ALDEN,,,NPC,14669
REGION VIII,LEYTE,ISABEL,LONE,COUNCILOR,"AMODIA, MANUEL",AMODIA,MANUEL,,,NPC,14518
REGION VIII,LEYTE,ISABEL,LONE,COUNCILOR,"DEAROS, INDAY AILENE",DEAROS,INDAY,AILENE,,NPC,14261
REGION VIII,LEYTE,ISABEL,LONE,COUNCILOR,"TENTATIVA, DAN",TENTATIVA,DAN,,,NPC,13252
REGION VIII,LEYTE,JARO,LONE,COUNCILOR,"QUE, JONELL",QUE,JONELL,,,KBL,15112
REGION VIII,LEYTE,JARO,LONE,COUNCILOR,"KATANGKATANG, LANDY",KATANGKATANG,LANDY,,,PDPLBN,12121
REGION VIII,LEYTE,JARO,LONE,COUNCILOR,"EMNAS, JULIE",EMNAS,JULIE,,,IND,12019
REGION VIII,LEYTE,JARO,LONE,COUNCILOR,"ALTRES, KOKOY",ALTRES,KOKOY,,,PDPLBN,9879
REGION VIII,LEYTE,JARO,LONE,COUNCILOR,"PORMIDA, LEAN",PORMIDA,LEAN,,,PDPLBN,9611
REGION VIII,LEYTE,JARO,LONE,COUNCILOR,"ELISES, ONYO",ELISES,ONYO,,,PDPLBN,9301
REGION VIII,LEYTE,JARO,LONE,COUNCILOR,"SALGADO, ALEX",SALGADO,ALEX,,,PDPLBN,9177
REGION VIII,LEYTE,JARO,LONE,COUNCILOR,"AURE, REY",AURE,REY,,,IND,8874
REGION VIII,LEYTE,JAVIER,LONE,COUNCILOR,"LANOY, ETING",LANOY,ETING,,,PDPLBN,10734
REGION VIII,LEYTE,JAVIER,LONE,COUNCILOR,"MERAS, DAN",MERAS,DAN,,,PDPLBN,10409
REGION VIII,LEYTE,JAVIER,LONE,COUNCILOR,"MERILO, BOY MARINO",MERILO,BOY,MARINO,,PDPLBN,10131
REGION VIII,LEYTE,JAVIER,LONE,COUNCILOR,"PONCE, BEBE",PONCE,BEBE,,,PDPLBN,10106
REGION VIII,LEYTE,JAVIER,LONE,COUNCILOR,"PAPALID, EPEN",PAPALID,EPEN,,,PDPLBN,10071
REGION VIII,LEYTE,JAVIER,LONE,COUNCILOR,"MORENO, MICHELLE",MORENO,MICHELLE,,,PDPLBN,9852
REGION VIII,LEYTE,JAVIER,LONE,COUNCILOR,"MALINAO, ROMY",MALINAO,ROMY,,,PDPLBN,9769
REGION VIII,LEYTE,JAVIER,LONE,COUNCILOR,"RIÑOS, BERTO",RIÑOS,BERTO,,,PDPLBN,9589
REGION VIII,LEYTE,JULITA,LONE,COUNCILOR,"TUBI, ALIANA",TUBI,ALIANA,,,IND,5569
REGION VIII,LEYTE,JULITA,LONE,COUNCILOR,"DAYA, JENNY",DAYA,JENNY,,,PDPLBN,5451
REGION VIII,LEYTE,JULITA,LONE,COUNCILOR,"DY, IRVIN",DY,IRVIN,,,NPC,5385
REGION VIII,LEYTE,JULITA,LONE,COUNCILOR,"NOVALES, ALLAN",NOVALES,ALLAN,,,PDPLBN,5008
REGION VIII,LEYTE,JULITA,LONE,COUNCILOR,"DUMDUMA, RIA",DUMDUMA,RIA,,,PDPLBN,4791
REGION VIII,LEYTE,JULITA,LONE,COUNCILOR,"MACASO, MARK JOY",MACASO,MARK,JOY,,PDPLBN,4690
REGION VIII,LEYTE,JULITA,LONE,COUNCILOR,"ROMUALDEZ, JUDE ANDREI",ROMUALDEZ,JUDE,ANDREI,,PFP,4653
REGION VIII,LEYTE,JULITA,LONE,COUNCILOR,"ADVINCULA, ROSILA",ADVINCULA,ROSILA,,,PDPLBN,3862
REGION VIII,LEYTE,KANANGA,LONE,COUNCILOR,"ASEO, FERNAN",ASEO,FERNAN,,,PDPLBN,17426
REGION VIII,LEYTE,KANANGA,LONE,COUNCILOR,"CAPANAS, REX",CAPANAS,REX,,,PDPLBN,16763
REGION VIII,LEYTE,KANANGA,LONE,COUNCILOR,"CABINTOY, BRENZON",CABINTOY,BRENZON,,,PDPLBN,16110
REGION VIII,LEYTE,KANANGA,LONE,COUNCILOR,"NAPARI, AN-AN",NAPARI,AN-AN,,,PDPLBN,15816
REGION VIII,LEYTE,KANANGA,LONE,COUNCILOR,"COGAY, RUDY",COGAY,RUDY,,,PDPLBN,15702
REGION VIII,LEYTE,KANANGA,LONE,COUNCILOR,"BULAWIT, MINERVA",BULAWIT,MINERVA,,,PDPLBN,15461
REGION VIII,LEYTE,KANANGA,LONE,COUNCILOR,"CRUZ, RICHIE",CRUZ,RICHIE,,,PDPLBN,15308
REGION VIII,LEYTE,KANANGA,LONE,COUNCILOR,"ESPINOSA, ALLAN",ESPINOSA,ALLAN,,,PDPLBN,13984
REGION VIII,LEYTE,LA PAZ,LONE,COUNCILOR,"TEJOME, ALVIN",TEJOME,ALVIN,,,PDPLBN,7842
REGION VIII,LEYTE,LA PAZ,LONE,COUNCILOR,"CINCO, JOEL",CINCO,JOEL,,,LAKAS,7006
REGION VIII,LEYTE,LA PAZ,LONE,COUNCILOR,"GO, ARACELI",GO,ARACELI,,,LAKAS,6998
REGION VIII,LEYTE,LA PAZ,LONE,COUNCILOR,"RELANO, RELLY",RELANO,RELLY,,,PDPLBN,6790
REGION VIII,LEYTE,LA PAZ,LONE,COUNCILOR,"CARTEL, JOSE",CARTEL,JOSE,,,PDPLBN,6662
REGION VIII,LEYTE,LA PAZ,LONE,COUNCILOR,"BAROÑA, PIO",BAROÑA,PIO,,,TINGOG,6179
REGION VIII,LEYTE,LA PAZ,LONE,COUNCILOR,"TAN-PIENGCO, OSCAR",TAN-PIENGCO,OSCAR,,,LAKAS,5421
REGION VIII,LEYTE,LA PAZ,LONE,COUNCILOR,"MARTICIO, MAR",MARTICIO,MAR,,,IND,5417
REGION VIII,LEYTE,LEYTE,LONE,COUNCILOR,"PELIPEL, INTOY",PELIPEL,INTOY,,,NP,13537
REGION VIII,LEYTE,LEYTE,LONE,COUNCILOR,"GATCHALIAN, LILIT",GATCHALIAN,LILIT,,,NP,13380
REGION VIII,LEYTE,LEYTE,LONE,COUNCILOR,"DURANTE, JAY",DURANTE,JAY,,,NP,10804
REGION VIII,LEYTE,LEYTE,LONE,COUNCILOR,"BATAN, ROWIL",BATAN,ROWIL,,,NP,10734
REGION VIII,LEYTE,LEYTE,LONE,COUNCILOR,"DELANTAR, AIDA",DELANTAR,AIDA,,,NP,10536
REGION VIII,LEYTE,LEYTE,LONE,COUNCILOR,"DAGANDAN, ALEX",DAGANDAN,ALEX,,,NP,10314
REGION VIII,LEYTE,LEYTE,LONE,COUNCILOR,"CAPACIO, LUDY",CAPACIO,LUDY,,,NP,9263
REGION VIII,LEYTE,LEYTE,LONE,COUNCILOR,"MERACAP, BERT",MERACAP,BERT,,,NP,8894
REGION VIII,LEYTE,MACARTHUR,LONE,COUNCILOR,"MUNDALA, RAUL",MUNDALA,RAUL,,,IND,7719
REGION VIII,LEYTE,MACARTHUR,LONE,COUNCILOR,"BERISO, GWEN",BERISO,GWEN,,,PDPLBN,5824
REGION VIII,LEYTE,MACARTHUR,LONE,COUNCILOR,"LAZAR, VIC",LAZAR,VIC,,,PDPLBN,5328
REGION VIII,LEYTE,MACARTHUR,LONE,COUNCILOR,"BARQUIN, TAN-TAN",BARQUIN,TAN-TAN,,,TINGOG,5224
REGION VIII,LEYTE,MACARTHUR,LONE,COUNCILOR,"BURAWIS, TRINA",BURAWIS,TRINA,,,PDPLBN,5219
REGION VIII,LEYTE,MACARTHUR,LONE,COUNCILOR,"LERIA, LEONARDO JR.",LERIA,LEONARDO,JR.,,PDPLBN,5003
REGION VIII,LEYTE,MACARTHUR,LONE,COUNCILOR,"REMANES, JUN",REMANES,JUN,,,LAKAS,4621
REGION VIII,LEYTE,MACARTHUR,LONE,COUNCILOR,"PANTIN, XANDRIX",PANTIN,XANDRIX,,,TINGOG,4463
REGION VIII,LEYTE,MAHAPLAG,LONE,COUNCILOR,"GIGANTO, ARLENE",GIGANTO,ARLENE,,,PDPLBN,7779
REGION VIII,LEYTE,MAHAPLAG,LONE,COUNCILOR,"DIZON, AIDA",DIZON,AIDA,,,PDPLBN,7623
REGION VIII,LEYTE,MAHAPLAG,LONE,COUNCILOR,"ALONZO, LITO",ALONZO,LITO,,,PDPLBN,7576
REGION VIII,LEYTE,MAHAPLAG,LONE,COUNCILOR,"RELEVO, JEFF",RELEVO,JEFF,,,PDPLBN,7403
REGION VIII,LEYTE,MAHAPLAG,LONE,COUNCILOR,"KANEN, BOBONG",KANEN,BOBONG,,,PDPLBN,7332
REGION VIII,LEYTE,MAHAPLAG,LONE,COUNCILOR,"BARTOLINI, GLENN",BARTOLINI,GLENN,,,AKSYON,7296
REGION VIII,LEYTE,MAHAPLAG,LONE,COUNCILOR,"GONZAGA, HARLIN",GONZAGA,HARLIN,,,PDPLBN,7195
REGION VIII,LEYTE,MAHAPLAG,LONE,COUNCILOR,"REALES, OSCAR",REALES,OSCAR,,,PDPLBN,7033
REGION VIII,LEYTE,MATAG OB,LONE,COUNCILOR,"ALBARIDA, ROMEO",ALBARIDA,ROMEO,,,LDP,8026
REGION VIII,LEYTE,MATAG OB,LONE,COUNCILOR,"ALMOROTO, ARTEMIO",ALMOROTO,ARTEMIO,,,LDP,7959
REGION VIII,LEYTE,MATAG OB,LONE,COUNCILOR,"DENOY, JOEL",DENOY,JOEL,,,LDP,7731
REGION VIII,LEYTE,MATAG OB,LONE,COUNCILOR,"CARNO, EVANGELINE",CARNO,EVANGELINE,,,LDP,7674
REGION VIII,LEYTE,MATAG OB,LONE,COUNCILOR,"VIACRUSIS, ORLANDO",VIACRUSIS,ORLANDO,,,LDP,7665
REGION VIII,LEYTE,MATAG OB,LONE,COUNCILOR,"TOLEDO, DODONG",TOLEDO,DODONG,,,LDP,7652
REGION VIII,LEYTE,MATAG OB,LONE,COUNCILOR,"LAURENTE, PAOLO",LAURENTE,PAOLO,,,LDP,7609
REGION VIII,LEYTE,MATAG OB,LONE,COUNCILOR,"GIVA, DODOY",GIVA,DODOY,,,LDP,7527
REGION VIII,LEYTE,MATALOM,LONE,COUNCILOR,"PUDA, CHOLIN",PUDA,CHOLIN,,,PDPLBN,14618
REGION VIII,LEYTE,MATALOM,LONE,COUNCILOR,"DANCES, JOSELEO SR.",DANCES,JOSELEO,SR.,,PDPLBN,14290
REGION VIII,LEYTE,MATALOM,LONE,COUNCILOR,"GADO, PAMI",GADO,PAMI,,,PDPLBN,14202
REGION VIII,LEYTE,MATALOM,LONE,COUNCILOR,"TAN, PONSING",TAN,PONSING,,,PDPLBN,14190
REGION VIII,LEYTE,MATALOM,LONE,COUNCILOR,"TAN, CHOLO",TAN,CHOLO,,,PDPLBN,13758
REGION VIII,LEYTE,MATALOM,LONE,COUNCILOR,"GERONA, BINOY",GERONA,BINOY,,,PDPLBN,13565
REGION VIII,LEYTE,MATALOM,LONE,COUNCILOR,"LAPASANDA, TEKBOY",LAPASANDA,TEKBOY,,,PDPLBN,13195
REGION VIII,LEYTE,MATALOM,LONE,COUNCILOR,"GILO, NALD",GILO,NALD,,,PDPLBN,13144
REGION VIII,LEYTE,MAYORGA,LONE,COUNCILOR,"TAN-PIENGCO, TOTI",TAN-PIENGCO,TOTI,,,UNA,5918
REGION VIII,LEYTE,MAYORGA,LONE,COUNCILOR,"AMANTE, JOSEPH",AMANTE,JOSEPH,,,LDP,5365
REGION VIII,LEYTE,MAYORGA,LONE,COUNCILOR,"BELTRAN, JAIRO",BELTRAN,JAIRO,,,LDP,5344
REGION VIII,LEYTE,MAYORGA,LONE,COUNCILOR,"TALLECER, DOMINADOR",TALLECER,DOMINADOR,,,LDP,5248
REGION VIII,LEYTE,MAYORGA,LONE,COUNCILOR,"CABAOBAO, CRISANTO JR.",CABAOBAO,CRISANTO,JR.,,LDP,5163
REGION VIII,LEYTE,MAYORGA,LONE,COUNCILOR,"LUMPAS, MIKE",LUMPAS,MIKE,,,LDP,4970
REGION VIII,LEYTE,MAYORGA,LONE,COUNCILOR,"LAGARTO, HENRY",LAGARTO,HENRY,,,LDP,4638
REGION VIII,LEYTE,MAYORGA,LONE,COUNCILOR,"SUGBO, JERWIN",SUGBO,JERWIN,,,PDPLBN,4045
REGION VIII,LEYTE,MERIDA,LONE,COUNCILOR,"CALDERON, CHENIL",CALDERON,CHENIL,,,PDPLBN,10877
REGION VIII,LEYTE,MERIDA,LONE,COUNCILOR,"MARSON, JOEL",MARSON,JOEL,,,PDPLBN,10036
REGION VIII,LEYTE,MERIDA,LONE,COUNCILOR,"MARTINEZ, JESUS ANTONIO",MARTINEZ,JESUS,ANTONIO,,PDPLBN,9608
