region,province,city,district,position,candidate_name,last_name,first_name,middle_name,title,party,votes
REGION II,CAGAYAN,CALAYAN,LONE,COUNCILOR,"SINGUN, TERESITA",SINGUN,TERESITA,,,NPC,4338
REGION II,CAGAYAN,CALAYAN,LONE,COUNCILOR,"TUGADE, CRISPINIANO",TUGADE,CRISPINIANO,,,NPC,3780
REGION II,CAGAYAN,CALAYAN,LONE,COUNCILOR,"VENTURA, ROQ",VENTURA,ROQ,,,NPC,3571
REGION II,CAGAYAN,CAMALANIUGAN,LONE,COUNCILOR,"LIBATIQUE, MILA",LIBATIQUE,MILA,,,IND,6587
REGION II,CAGAYAN,CAMALANIUGAN,LONE,COUNCILOR,"CERVANO, HELIE",CERVANO,HELIE,,,UNA,5903
REGION II,CAGAYAN,CAMALANIUGAN,LONE,COUNCILOR,"CANILLO, DANTE",CANILLO,DANTE,,,UNA,5690
REGION II,CAGAYAN,CAMALANIUGAN,LONE,COUNCILOR,"FILLON, EDNA",FILLON,EDNA,,,UNA,5657
REGION II,CAGAYAN,CAMALANIUGAN,LONE,COUNCILOR,"ROSARIO, UNCLE GADDEMET",ROSARIO,UNCLE,GADDEMET,,UNA,5425
REGION II,CAGAYAN,CAMALANIUGAN,LONE,COUNCILOR,"BARSATAN, MANUELA",BARSATAN,MANUELA,,,UNA,5289
REGION II,CAGAYAN,CAMALANIUGAN,LONE,COUNCILOR,"TENORIO, MARLON",TENORIO,MARLON,,,PDPLBN,4231
REGION II,CAGAYAN,CAMALANIUGAN,LONE,COUNCILOR,"CASAUAY, LESLIE",CASAUAY,LESLIE,,,UNA,4197
REGION II,CAGAYAN,CLAVERIA,LONE,COUNCILOR,"CALASAG, JOJIE",CALASAG,JOJIE,,,UNA,8201
REGION II,CAGAYAN,CLAVERIA,LONE,COUNCILOR,"AGPULDO, FREDELINO",AGPULDO,FREDELINO,,,UNA,6375
REGION II,CAGAYAN,CLAVERIA,LONE,COUNCILOR,"RAFOL, ROMEO",RAFOL,ROMEO,,,UNA,6245
REGION II,CAGAYAN,CLAVERIA,LONE,COUNCILOR,"BATACAN, ALBAN CHARLES",BATACAN,ALBAN,CHARLES,,NUP,6120
REGION II,CAGAYAN,CLAVERIA,LONE,COUNCILOR,"CORPUZ-MABANAG, MELODY",CORPUZ-MABANAG,MELODY,,,NUP,5873
REGION II,CAGAYAN,CLAVERIA,LONE,COUNCILOR,"AGBAYANI, PETER",AGBAYANI,PETER,,,PDPLBN,5845
REGION II,CAGAYAN,CLAVERIA,LONE,COUNCILOR,"PASCUA, BUNSO",PASCUA,BUNSO,,,NUP,5811
REGION II,CAGAYAN,CLAVERIA,LONE,COUNCILOR,"BARIUAN, ANGELITA",BARIUAN,ANGELITA,,,UNA,5534
REGION II,CAGAYAN,ENRILE,LONE,COUNCILOR,"MAGBITANG, CHRISTINA",MAGBITANG,CHRISTINA,,,NUP,6526
REGION II,CAGAYAN,ENRILE,LONE,COUNCILOR,"BATTUNG, ROMEO",BATTUNG,ROMEO,,,NP,6165
REGION II,CAGAYAN,ENRILE,LONE,COUNCILOR,"HERRERA, MARIA ROSABELL",HERRERA,MARIA,ROSABELL,,IND,5803
REGION II,CAGAYAN,ENRILE,LONE,COUNCILOR,"CARAG, JOJO",CARAG,JOJO,,,IND,5506
REGION II,CAGAYAN,ENRILE,LONE,COUNCILOR,"TURINGAN, SERGIO",TURINGAN,SERGIO,,,NP,5341
REGION II,CAGAYAN,ENRILE,LONE,COUNCILOR,"AMISTAD, JOSEPH",AMISTAD,JOSEPH,,,NUP,5323
REGION II,CAGAYAN,ENRILE,LONE,COUNCILOR,"TUDDAO, JACINTO",TUDDAO,JACINTO,,,NUP,5254
REGION II,CAGAYAN,ENRILE,LONE,COUNCILOR,"GAFFUD, MER",GAFFUD,MER,,,NP,5202
REGION II,CAGAYAN,GATTARAN,LONE,COUNCILOR,"AGULAY, ROEL",AGULAY,ROEL,,,PDPLBN,15703
REGION II,CAGAYAN,GATTARAN,LONE,COUNCILOR,"DOMINGO, DENNIS",DOMINGO,DENNIS,,,PDPLBN,14154
REGION II,CAGAYAN,GATTARAN,LONE,COUNCILOR,"BINUEZA, MARLON",BINUEZA,MARLON,,,PDPLBN,13158
REGION II,CAGAYAN,GATTARAN,LONE,COUNCILOR,"DOMINGO, ANTHONY",DOMINGO,ANTHONY,,,PDPLBN,12129
REGION II,CAGAYAN,GATTARAN,LONE,COUNCILOR,"MABBA, MARISSA",MABBA,MARISSA,,,PDPLBN,12021
REGION II,CAGAYAN,GATTARAN,LONE,COUNCILOR,"MARRON, ROGELIO SR",MARRON,ROGELIO,SR,,PDPLBN,11784
REGION II,CAGAYAN,GATTARAN,LONE,COUNCILOR,"JIMENEZ, ARNOLD SR.",JIMENEZ,ARNOLD,SR.,,IND,11389
REGION II,CAGAYAN,GATTARAN,LONE,COUNCILOR,"RABINA, VENUS",RABINA,VENUS,,,PDPLBN,10454
REGION II,CAGAYAN,GONZAGA,LONE,COUNCILOR,"GASPAR, SHERRYL ANNE",GASPAR,SHERRYL,ANNE,,PDPLBN,11082
REGION II,CAGAYAN,GONZAGA,LONE,COUNCILOR,"SOMERA, MARVILYN",SOMERA,MARVILYN,,,PDPLBN,9057
REGION II,CAGAYAN,GONZAGA,LONE,COUNCILOR,"BACLIG, JUN",BACLIG,JUN,,,NP,8927
REGION II,CAGAYAN,GONZAGA,LONE,COUNCILOR,"SANIATAN, JOSE",SANIATAN,JOSE,,,PDPLBN,8920
REGION II,CAGAYAN,GONZAGA,LONE,COUNCILOR,"LICUAN, NOLI",LICUAN,NOLI,,,NP,8517
REGION II,CAGAYAN,GONZAGA,LONE,COUNCILOR,"JARA, QUIRINO",JARA,QUIRINO,,,NP,8478
REGION II,CAGAYAN,GONZAGA,LONE,COUNCILOR,"SOLATRE, NANDING",SOLATRE,NANDING,,,PDPLBN,7545
REGION II,CAGAYAN,GONZAGA,LONE,COUNCILOR,"CASTILLO, JAYSON JOE",CASTILLO,JAYSON,JOE,,NP,7462
REGION II,CAGAYAN,IGUIG,LONE,COUNCILOR,"CALLUENG, MARIZ",CALLUENG,MARIZ,,,PDPLBN,8516
REGION II,CAGAYAN,IGUIG,LONE,COUNCILOR,"PASCUAL, BEN",PASCUAL,BEN,,,PDPLBN,6050
REGION II,CAGAYAN,IGUIG,LONE,COUNCILOR,"BARIZO, JULIE",BARIZO,JULIE,,,NUP,5003
REGION II,CAGAYAN,IGUIG,LONE,COUNCILOR,"RAMOS, TITO",RAMOS,TITO,,,NUP,4815
REGION II,CAGAYAN,IGUIG,LONE,COUNCILOR,"PELOVELLO, MARIO",PELOVELLO,MARIO,,,NUP,4650
REGION II,CAGAYAN,IGUIG,LONE,COUNCILOR,"TRINIDAD, RAUL",TRINIDAD,RAUL,,,PDPLBN,4636
REGION II,CAGAYAN,IGUIG,LONE,COUNCILOR,"LIQUIGAN, MARCIAL",LIQUIGAN,MARCIAL,,,PDPLBN,4401
REGION II,CAGAYAN,IGUIG,LONE,COUNCILOR,"ZINAMPAN, VENTURA",ZINAMPAN,VENTURA,,,IND,4393
REGION II,CAGAYAN,LAL LO,LONE,COUNCILOR,"VILLANUEVA, BOY",VILLANUEVA,BOY,,,PDPLBN,16016
REGION II,CAGAYAN,LAL LO,LONE,COUNCILOR,"ISRAEL, JAMAICA",ISRAEL,JAMAICA,,,NPC,14855
REGION II,CAGAYAN,LAL LO,LONE,COUNCILOR,"ISRAEL, JUN",ISRAEL,JUN,,,NPC,12611
REGION II,CAGAYAN,LAL LO,LONE,COUNCILOR,"PAAT, CORAZON",PAAT,CORAZON,,,IND,11228
REGION II,CAGAYAN,LAL LO,LONE,COUNCILOR,"JOSE, HENRY",JOSE,HENRY,,,PDPLBN,10946
REGION II,CAGAYAN,LAL LO,LONE,COUNCILOR,"PAAT, PONG",PAAT,PONG,,,PDPLBN,10446
REGION II,CAGAYAN,LAL LO,LONE,COUNCILOR,"VINARAO, MONETTE",VINARAO,MONETTE,,,NPC,10235
REGION II,CAGAYAN,LAL LO,LONE,COUNCILOR,"SAMONTE, ROWYN ROWEL",SAMONTE,ROWYN,ROWEL,,IND,9523
REGION II,CAGAYAN,LASAM,LONE,COUNCILOR,"VEGA, GEORGE JR",VEGA,GEORGE,JR,,NUP,10901
REGION II,CAGAYAN,LASAM,LONE,COUNCILOR,"PAAT, RENATO",PAAT,RENATO,,,NPC,9027
REGION II,CAGAYAN,LASAM,LONE,COUNCILOR,"ASUTEN, EDUARDO",ASUTEN,EDUARDO,,,NUP,8784
REGION II,CAGAYAN,LASAM,LONE,COUNCILOR,"CONSTANTINO, ROWELL",CONSTANTINO,ROWELL,,,NPC,8393
REGION II,CAGAYAN,LASAM,LONE,COUNCILOR,"CASTRO, BONG",CASTRO,BONG,,,NPC,8316
REGION II,CAGAYAN,LASAM,LONE,COUNCILOR,"SALAZAR, JALING",SALAZAR,JALING,,,NUP,7331
REGION II,CAGAYAN,LASAM,LONE,COUNCILOR,"DAMATAC, DIOCELYN",DAMATAC,DIOCELYN,,,NPC,7272
REGION II,CAGAYAN,LASAM,LONE,COUNCILOR,"GERARDO, FELIX JR",GERARDO,FELIX,JR,,NUP,7201
REGION II,CAGAYAN,PAMPLONA,LONE,COUNCILOR,"SAMPAGA, RIA ANGELA",SAMPAGA,RIA,ANGELA,,NUP,7683
REGION II,CAGAYAN,PAMPLONA,LONE,COUNCILOR,"YAMONGAN, MARLON",YAMONGAN,MARLON,,,NUP,6505
REGION II,CAGAYAN,PAMPLONA,LONE,COUNCILOR,"ROQUE, JOHN FRITZ",ROQUE,JOHN,FRITZ,,NUP,6215
REGION II,CAGAYAN,PAMPLONA,LONE,COUNCILOR,"BANHAM, ALICE",BANHAM,ALICE,,,UNA,4896
REGION II,CAGAYAN,PAMPLONA,LONE,COUNCILOR,"DAGUNA, ABIAN",DAGUNA,ABIAN,,,NUP,4861
REGION II,CAGAYAN,PAMPLONA,LONE,COUNCILOR,"ECHENIQUE, LETTY",ECHENIQUE,LETTY,,,UNA,4282
REGION II,CAGAYAN,PAMPLONA,LONE,COUNCILOR,"ZIMARA, AMPELI",ZIMARA,AMPELI,,,PDPLBN,4223
REGION II,CAGAYAN,PAMPLONA,LONE,COUNCILOR,"MAQUIRAYA, ARIS",MAQUIRAYA,ARIS,,,NUP,4151
REGION II,CAGAYAN,PENABLANCA,LONE,COUNCILOR,"TAGUINOD, ARING",TAGUINOD,ARING,,,PDPLBN,16473
REGION II,CAGAYAN,PENABLANCA,LONE,COUNCILOR,"MORA, RODNEY",MORA,RODNEY,,,PDPLBN,13721
REGION II,CAGAYAN,PENABLANCA,LONE,COUNCILOR,"TUNGCUL-BELENO, JANICE",TUNGCUL-BELENO,JANICE,,,PDPLBN,13312
REGION II,CAGAYAN,PENABLANCA,LONE,COUNCILOR,"CUSTODIO, TATA",CUSTODIO,TATA,,,PDPLBN,11721
REGION II,CAGAYAN,PENABLANCA,LONE,COUNCILOR,"ARUGAY, ELISA",ARUGAY,ELISA,,,PDPLBN,9611
REGION II,CAGAYAN,PENABLANCA,LONE,COUNCILOR,"ALAN, PETER",ALAN,PETER,,,NUP,9600
REGION II,CAGAYAN,PENABLANCA,LONE,COUNCILOR,"LINGAN, JOHN",LINGAN,JOHN,,,PDPLBN,8808
REGION II,CAGAYAN,PENABLANCA,LONE,COUNCILOR,"CALAGUI, EUTIQUIO",CALAGUI,EUTIQUIO,,,PDPLBN,8136
REGION II,CAGAYAN,PIAT,LONE,COUNCILOR,"VILLACETE, KING",VILLACETE,KING,,,NUP,7866
REGION II,CAGAYAN,PIAT,LONE,COUNCILOR,"GONZALES, ISA",GONZALES,ISA,,,NP,6427
REGION II,CAGAYAN,PIAT,LONE,COUNCILOR,"DE DIOS, MACARIO",DE DIOS,MACARIO,,,IND,6415
REGION II,CAGAYAN,PIAT,LONE,COUNCILOR,"STO. TOMAS, DAVID JR",STO. TOMAS,DAVID,JR,,NUP,6411
REGION II,CAGAYAN,PIAT,LONE,COUNCILOR,"REYES, JUN",REYES,JUN,,,PDPLBN,5062
REGION II,CAGAYAN,PIAT,LONE,COUNCILOR,"PAGUNURAN, CONDER",PAGUNURAN,CONDER,,,NPC,5007
REGION II,CAGAYAN,PIAT,LONE,COUNCILOR,"MALLABO, LEON",MALLABO,LEON,,,PDPLBN,4974
REGION II,CAGAYAN,PIAT,LONE,COUNCILOR,"BINGAYAN, TITO",BINGAYAN,TITO,,,NUP,4891
REGION II,CAGAYAN,RIZAL,LONE,COUNCILOR,"TALAY, ROBERTO",TALAY,ROBERTO,,,NUP,5092
REGION II,CAGAYAN,RIZAL,LONE,COUNCILOR,"RUMA, JOHNAS",RUMA,JOHNAS,,,NUP,4852
REGION II,CAGAYAN,RIZAL,LONE,COUNCILOR,"LIGAS, JR",LIGAS,JR,,PASTOR,PDPLBN,4699
REGION II,CAGAYAN,RIZAL,LONE,COUNCILOR,"PALATTAO, LANDO",PALATTAO,LANDO,,,NUP,4672
REGION II,CAGAYAN,RIZAL,LONE,COUNCILOR,"FAVOR, LEA",FAVOR,LEA,,,NUP,4245
REGION II,CAGAYAN,RIZAL,LONE,COUNCILOR,"SIMON, GRACIANO",SIMON,GRACIANO,,,NUP,4194
REGION II,CAGAYAN,RIZAL,LONE,COUNCILOR,"RUMA, BRYAN",RUMA,BRYAN,,,NUP,4158
REGION II,CAGAYAN,RIZAL,LONE,COUNCILOR,"ADAY, BERNARD",ADAY,BERNARD,,,IND,3608
REGION II,CAGAYAN,SANCHEZ MIRA,LONE,COUNCILOR,"SACRAMED, POL",SACRAMED,POL,,,PDPLBN,6710
REGION II,CAGAYAN,SANCHEZ MIRA,LONE,COUNCILOR,"LANGAMAN, JOHN",LANGAMAN,JOHN,,,PDPLBN,5662
REGION II,CAGAYAN,SANCHEZ MIRA,LONE,COUNCILOR,"GUIANG, WILLIAM",GUIANG,WILLIAM,,,PDPLBN,5516
REGION II,CAGAYAN,SANCHEZ MIRA,LONE,COUNCILOR,"DE CASTRO, MARIO",DE CASTRO,MARIO,,,PDPLBN,5508
REGION II,CAGAYAN,SANCHEZ MIRA,LONE,COUNCILOR,"OROCEO, BENJAMIN",OROCEO,BENJAMIN,,,PDPLBN,5442
REGION II,CAGAYAN,SANCHEZ MIRA,LONE,COUNCILOR,"GALANO, AGNES",GALANO,AGNES,,,PDPLBN,5408
REGION II,CAGAYAN,SANCHEZ MIRA,LONE,COUNCILOR,"RANJO, RUBEN",RANJO,RUBEN,,,PDPLBN,5352
REGION II,CAGAYAN,SANCHEZ MIRA,LONE,COUNCILOR,"GALAPIA, CAROL",GALAPIA,CAROL,,,NUP,5314
REGION II,CAGAYAN,SANTA ANA,LONE,COUNCILOR,"NEPOMUCENO, DELFIN III",NEPOMUCENO,DELFIN,III,,NUP,7941
REGION II,CAGAYAN,SANTA ANA,LONE,COUNCILOR,"MARTINEZ, JOEL",MARTINEZ,JOEL,,,UNA,6087
REGION II,CAGAYAN,SANTA ANA,LONE,COUNCILOR,"FABRO, JOJO",FABRO,JOJO,,,UNA,6034
REGION II,CAGAYAN,SANTA ANA,LONE,COUNCILOR,"PERUCHO, ENALD",PERUCHO,ENALD,,,IND,5228
REGION II,CAGAYAN,SANTA ANA,LONE,COUNCILOR,"GUITTAP, JIGNET",GUITTAP,JIGNET,,,UNA,4900
REGION II,CAGAYAN,SANTA ANA,LONE,COUNCILOR,"IGNACIO, NOLI",IGNACIO,NOLI,,,UNA,4767
REGION II,CAGAYAN,SANTA ANA,LONE,COUNCILOR,"CASTILLO, JOMAR",CASTILLO,JOMAR,,,UNA,4751
REGION II,CAGAYAN,SANTA ANA,LONE,COUNCILOR,"TORRALBA, CELI",TORRALBA,CELI,,,UNA,4544
REGION II,CAGAYAN,SANTA PRAXEDES,LONE,COUNCILOR,"CACHAPERO, CARLO",CACHAPERO,CARLO,,,NPC,1993
REGION II,CAGAYAN,SANTA PRAXEDES,LONE,COUNCILOR,"AGUIRRE, CHRISTOPHER",AGUIRRE,CHRISTOPHER,,,NUP,1513
REGION II,CAGAYAN,SANTA PRAXEDES,LONE,COUNCILOR,"DELA CRUZ, MARK ROBENSON",DELA CRUZ,MARK,ROBENSON,,NPC,1499
REGION II,CAGAYAN,SANTA PRAXEDES,LONE,COUNCILOR,"TAUYAN, ANGEL",TAUYAN,ANGEL,,,NPC,1418
REGION II,CAGAYAN,SANTA PRAXEDES,LONE,COUNCILOR,"BUENAVISTA, GIL",BUENAVISTA,GIL,,,NUP,1344
REGION II,CAGAYAN,SANTA PRAXEDES,LONE,COUNCILOR,"ICALLA, JOSEPH",ICALLA,JOSEPH,,,NUP,1339
REGION II,CAGAYAN,SANTA PRAXEDES,LONE,COUNCILOR,"AGUINO, EDGARDO",AGUINO,EDGARDO,,,NPC,1310
REGION II,CAGAYAN,SANTA PRAXEDES,LONE,COUNCILOR,"LLAPITAN, FRANKWILNER",LLAPITAN,FRANKWILNER,,,NUP,1287
REGION II,CAGAYAN,SANTA TERESITA,LONE,COUNCILOR,"JAVIER, JEFF",JAVIER,JEFF,,,NP,4458
REGION II,CAGAYAN,SANTA TERESITA,LONE,COUNCILOR,"LORENZO, BONG",LORENZO,BONG,,,NP,3789
REGION II,CAGAYAN,SANTA TERESITA,LONE,COUNCILOR,"PALOR, MARK ANTHONY",PALOR,MARK,ANTHONY,,NP,3718
REGION II,CAGAYAN,SANTA TERESITA,LONE,COUNCILOR,"TABACO, CONDRING",TABACO,CONDRING,,,NP,3497
REGION II,CAGAYAN,SANTA TERESITA,LONE,COUNCILOR,"BALDIVISO, GLORIA",BALDIVISO,GLORIA,,,NP,3367
REGION II,CAGAYAN,SANTA TERESITA,LONE,COUNCILOR,"CASTILLO, RHUDEL",CASTILLO,RHUDEL,,,NP,3251
REGION II,CAGAYAN,SANTA TERESITA,LONE,COUNCILOR,"GONZAGA, JOE",GONZAGA,JOE,,,NP,3243
REGION II,CAGAYAN,SANTA TERESITA,LONE,COUNCILOR,"TIBUC, JETHRO",TIBUC,JETHRO,,,PDPLBN,3242
REGION II,CAGAYAN,SANTO NINO FAIRE,LONE,COUNCILOR,"AGUINALDO, EDEN",AGUINALDO,EDEN,,,PDPLBN,6668
REGION II,CAGAYAN,SANTO NINO FAIRE,LONE,COUNCILOR,"PECSON, ROMEO",PECSON,ROMEO,,,PDPLBN,6190
REGION II,CAGAYAN,SANTO NINO FAIRE,LONE,COUNCILOR,"TULALI, EDGAR",TULALI,EDGAR,,,PDPLBN,6115
REGION II,CAGAYAN,SANTO NINO FAIRE,LONE,COUNCILOR,"CARAG, DETILINDA",CARAG,DETILINDA,,,PDPLBN,5635
REGION II,CAGAYAN,SANTO NINO FAIRE,LONE,COUNCILOR,"CARODAN, JOSE",CARODAN,JOSE,,,IND,5332
REGION II,CAGAYAN,SANTO NINO FAIRE,LONE,COUNCILOR,"BALTAZAR, DIVINIA",BALTAZAR,DIVINIA,,,PDPLBN,4982
REGION II,CAGAYAN,SANTO NINO FAIRE,LONE,COUNCILOR,"FIDEL, ARNOLD",FIDEL,ARNOLD,,,PDPLBN,4843
REGION II,CAGAYAN,SANTO NINO FAIRE,LONE,COUNCILOR,"MACASADDU, ISMAEL",MACASADDU,ISMAEL,,,PDPLBN,4671
REGION II,CAGAYAN,SOLANA,LONE,COUNCILOR,"DE ASIS, FRANCISCA",DE ASIS,FRANCISCA,,,PDPLBN,17947
REGION II,CAGAYAN,SOLANA,LONE,COUNCILOR,"LASAM, CARLO",LASAM,CARLO,,,IND,14337
REGION II,CAGAYAN,SOLANA,LONE,COUNCILOR,"CARAG, AMELIA",CARAG,AMELIA,,,NUP,13871
REGION II,CAGAYAN,SOLANA,LONE,COUNCILOR,"MALLILLIN, JAMES",MALLILLIN,JAMES,,,NUP,13761
REGION II,CAGAYAN,SOLANA,LONE,COUNCILOR,"CRISTOBAL, RONALD",CRISTOBAL,RONALD,,,NUP,12783
REGION II,CAGAYAN,SOLANA,LONE,COUNCILOR,"EDILLO, EDILBERTO",EDILLO,EDILBERTO,,,PDPLBN,12604
REGION II,CAGAYAN,SOLANA,LONE,COUNCILOR,"FERNANDEZ, LINA",FERNANDEZ,LINA,,,NUP,12312
REGION II,CAGAYAN,SOLANA,LONE,COUNCILOR,"LAGUNDI, JUN",LAGUNDI,JUN,,,IND,11996
REGION II,CAGAYAN,TUAO,LONE,COUNCILOR,"BELTRAN, LEONARD",BELTRAN,LEONARD,,,PDPLBN,16060
REGION II,CAGAYAN,TUAO,LONE,COUNCILOR,"SUMIGAD, GUILLERMO JR",SUMIGAD,GUILLERMO,JR,,PDPLBN,14790
REGION II,CAGAYAN,TUAO,LONE,COUNCILOR,"FERNANDEZ, MAYONITO",FERNANDEZ,MAYONITO,,,PDPLBN,14372
REGION II,CAGAYAN,TUAO,LONE,COUNCILOR,"SORIANO, MARTIN",SORIANO,MARTIN,,,PDPLBN,13966
REGION II,CAGAYAN,TUAO,LONE,COUNCILOR,"BALIGOD, CHOLO",BALIGOD,CHOLO,,,PDPLBN,13903
REGION II,CAGAYAN,TUAO,LONE,COUNCILOR,"TURINGAN, NICANOR JR",TURINGAN,NICANOR,JR,,PDPLBN,13661
REGION II,CAGAYAN,TUAO,LONE,COUNCILOR,"TAGUIAM, ARTHUR",TAGUIAM,ARTHUR,,,PDPLBN,12211
REGION II,CAGAYAN,TUAO,LONE,COUNCILOR,"YAP, NESTOR",YAP,NESTOR,,,PDPLBN,10633
REGION II,CAGAYAN,TUGUEGARAO,LONE,COUNCILOR,"TING, MAILA ROSARIO",TING,MAILA,ROSARIO,,NUP,35982
REGION II,CAGAYAN,TUGUEGARAO,LONE,COUNCILOR,"CALLANGAN, CLAIRE",CALLANGAN,CLAIRE,,,NPC,35116
REGION II,CAGAYAN,TUGUEGARAO,LONE,COUNCILOR,"LABANG, GILBERT",LABANG,GILBERT,,,NPC,33106
REGION II,CAGAYAN,TUGUEGARAO,LONE,COUNCILOR,"BACCAY, DANNY",BACCAY,DANNY,,,NPC,32220
REGION II,CAGAYAN,TUGUEGARAO,LONE,COUNCILOR,"ORTIZ, RONALD",ORTIZ,RONALD,,,NUP,30859
REGION II,CAGAYAN,TUGUEGARAO,LONE,COUNCILOR,"ARUGAY, ARNEL",ARUGAY,ARNEL,,,NPC,30237
REGION II,CAGAYAN,TUGUEGARAO,LONE,COUNCILOR,"MARTIN, MARJ",MARTIN,MARJ,,,LP,29019
REGION II,CAGAYAN,TUGUEGARAO,LONE,COUNCILOR,"ABRAHAM, WINNOCO",ABRAHAM,WINNOCO,,,NP,27938
REGION V,CAMARINES NORTE,BASUD,LONE,COUNCILOR,"QUIÑONES, GERRY",QUIÑONES,GERRY,,,IND,10264
REGION V,CAMARINES NORTE,BASUD,LONE,COUNCILOR,"ZAMUDIO, NORMA",ZAMUDIO,NORMA,,,PDPLBN,8364
REGION V,CAMARINES NORTE,BASUD,LONE,COUNCILOR,"ABLANEDA, PABS",ABLANEDA,PABS,,,PDPLBN,8264
REGION V,CAMARINES NORTE,BASUD,LONE,COUNCILOR,"AYTON, JABOY",AYTON,JABOY,,,PDPLBN,7608
REGION V,CAMARINES NORTE,BASUD,LONE,COUNCILOR,"ARANA, FRANZ INAH",ARANA,FRANZ,INAH,,NUP,7523
REGION V,CAMARINES NORTE,BASUD,LONE,COUNCILOR,"SAMONTE, MELVIN",SAMONTE,MELVIN,,,PDPLBN,7122
REGION V,CAMARINES NORTE,BASUD,LONE,COUNCILOR,"PRESADO, DANILO",PRESADO,DANILO,,,NUP,6962
REGION V,CAMARINES NORTE,BASUD,LONE,COUNCILOR,"DE VERA, ED",DE VERA,ED,,,PDPLBN,6868
REGION V,CAMARINES NORTE,CAPALONGA,LONE,COUNCILOR,"NAVARRO, FATIMA",NAVARRO,FATIMA,,,LP,7290
REGION V,CAMARINES NORTE,CAPALONGA,LONE,COUNCILOR,"PORTUGAL, AA",PORTUGAL,AA,,,IND,6645
REGION V,CAMARINES NORTE,CAPALONGA,LONE,COUNCILOR,"SANDAGON, CONY",SANDAGON,CONY,,,NUP,6458
REGION V,CAMARINES NORTE,CAPALONGA,LONE,COUNCILOR,"PARALE, JUSUEL",PARALE,JUSUEL,,,LP,5897
REGION V,CAMARINES NORTE,CAPALONGA,LONE,COUNCILOR,"ALER, ATO",ALER,ATO,,,LP,5587
REGION V,CAMARINES NORTE,CAPALONGA,LONE,COUNCILOR,"JUEGO, ABRAHAM",JUEGO,ABRAHAM,,,LP,4760
REGION V,CAMARINES NORTE,CAPALONGA,LONE,COUNCILOR,"RAVIZ, RAMIL",RAVIZ,RAMIL,,,IND,4669
REGION V,CAMARINES NORTE,CAPALONGA,LONE,COUNCILOR,"BARBO, REMEGIO",BARBO,REMEGIO,,,NUP,4574
REGION V,CAMARINES NORTE,DAET,LONE,COUNCILOR,"LLOVIT, MA. ELIZA",LLOVIT,MA.,ELIZA,,PDPLBN,16267
REGION V,CAMARINES NORTE,DAET,LONE,COUNCILOR,"TURINGAN, TOM",TURINGAN,TOM,,,IND,16160
REGION V,CAMARINES NORTE,DAET,LONE,COUNCILOR,"PANONG, APOLONIO",PANONG,APOLONIO,,,PDPLBN,12919
REGION V,CAMARINES NORTE,DAET,LONE,COUNCILOR,"ABAÑO, FELIX",ABAÑO,FELIX,,,PDPLBN,12674
REGION V,CAMARINES NORTE,DAET,LONE,COUNCILOR,"AVILA, BONG",AVILA,BONG,,,IND,12400
REGION V,CAMARINES NORTE,DAET,LONE,COUNCILOR,"BANDELARIA, MARLON",BANDELARIA,MARLON,,,IND,11045
REGION V,CAMARINES NORTE,DAET,LONE,COUNCILOR,"VALENCIA, ROSSANO",VALENCIA,ROSSANO,,,PDPLBN,10697
REGION V,CAMARINES NORTE,DAET,LONE,COUNCILOR,"DALIDA, NESTOR",DALIDA,NESTOR,,,PDPLBN,10488
REGION V,CAMARINES NORTE,JOSE PANGANIBAN,LONE,COUNCILOR,"ARENAL, ICOLE",ARENAL,ICOLE,,,LP,12576
REGION V,CAMARINES NORTE,JOSE PANGANIBAN,LONE,COUNCILOR,"AVIADO, SARAH MARIE",AVIADO,SARAH,MARIE,,NUP,12085
REGION V,CAMARINES NORTE,JOSE PANGANIBAN,LONE,COUNCILOR,"VILLAFLORES, TOTOY",VILLAFLORES,TOTOY,,,NUP,11047
REGION V,CAMARINES NORTE,JOSE PANGANIBAN,LONE,COUNCILOR,"DILAO, CASIANO",DILAO,CASIANO,,,NUP,9653
REGION V,CAMARINES NORTE,JOSE PANGANIBAN,LONE,COUNCILOR,"ARRIOLA, JASON",ARRIOLA,JASON,,,IND,9466
REGION V,CAMARINES NORTE,JOSE PANGANIBAN,LONE,COUNCILOR,"VILLABLANCA, GRACE",VILLABLANCA,GRACE,,,PDPLBN,9304
REGION V,CAMARINES NORTE,JOSE PANGANIBAN,LONE,COUNCILOR,"GUZMAN, JAN MICHAEL",GUZMAN,JAN,MICHAEL,,NUP,9157
REGION V,CAMARINES NORTE,JOSE PANGANIBAN,LONE,COUNCILOR,"YBAROLA, JUN",YBAROLA,JUN,,,NUP,9096
REGION V,CAMARINES NORTE,LABO,LONE,COUNCILOR,"BARDON, ALVIN",BARDON,ALVIN,,,PDPLBN,21414
REGION V,CAMARINES NORTE,LABO,LONE,COUNCILOR,"ALAON, DANTE",ALAON,DANTE,,,PDPLBN,20685
REGION V,CAMARINES NORTE,LABO,LONE,COUNCILOR,"ASIS, MAY",ASIS,MAY,,,PDPLBN,19880
REGION V,CAMARINES NORTE,LABO,LONE,COUNCILOR,"ONING, REY KENNETH",ONING,REY,KENNETH,,PDPLBN,19355
REGION V,CAMARINES NORTE,LABO,LONE,COUNCILOR,"TENORIO, ELPIDIO",TENORIO,ELPIDIO,,,PDPLBN,18987
