region,province,city,district,position,candidate_name,last_name,first_name,middle_name,title,party,votes
CORDILLERA ADMINISTRATIVE REGION,ABRA,,,GOVERNOR,"BERSAMIN, TAKIT",BERSAMIN,TAKIT,,,PFP,133176
REGION XIII,AGUSAN DEL NORTE,,,GOVERNOR,"AMANTE, ANGEL",AMANTE,ANGEL,,,PDPLBN,192145
REGION XIII,AGUSAN DEL SUR,,,GOVERNOR,"CANE, SANTI",CANE,SANTI,,,NUP,222217
REGION VI,AKLAN,,,GOVERNOR,"MIRAFLORES, JO-EN",MIRAFLORES,JO-EN,,,LAKAS,232694
REGION V,ALBAY,,,GOVERNOR,"ROSAL, NOEL",ROSAL,NOEL,,,PDPLBN,404015
REGION VI,ANTIQUE,,,GOVERNOR,"JAVIER, PAOLO",JAVIER,PAOLO,,,AKSYON,147225
CORDILLERA ADMINISTRATIVE REGION,APAYAO,,,GOVERNOR,"BULUT, ELIAS JR",BULUT,ELIAS,JR,,NPC,58175
REGION III,AURORA,,,GOVERNOR,"TOLENTINO, REYNANTE",TOLENTINO,REYNANTE,,,LDP,67827
BARMM,BASILAN,,,GOVERNOR,"HATAMAN, MUJIV",HATAMAN,MUJIV,,,BUP,121829
REGION III,BATAAN,,,GOVERNOR,"GARCIA, JOET",GARCIA,JOET,,,PFP,388011
REGION II,BATANES,,,GOVERNOR,"AGUTO, JUN",AGUTO,JUN,,,PFP,3947
REGION IV A,BATANGAS,,,GOVERNOR,"SANTOS-RECTO, VILMA",SANTOS-RECTO,VILMA,,,NP,655034
CORDILLERA ADMINISTRATIVE REGION,BENGUET,,,GOVERNOR,"DICLAS, MELCHOR",DICLAS,MELCHOR,,,LAKAS,116212
REGION VIII,BILIRAN,,,GOVERNOR,"ESPINA, ROGELIO",ESPINA,ROGELIO,,,NP,74282
REGION VII,BOHOL,,,GOVERNOR,"AUMENTADO, ARIS",AUMENTADO,ARIS,,,PFP,563746
REGION X,BUKIDNON,,,GOVERNOR,"ROQUE, ONEIL",ROQUE,ONEIL,,,PFP,392204
REGION III,BULACAN,,,GOVERNOR,"FERNANDO, DANIEL",FERNANDO,DANIEL,,,NUP,1177893
REGION II,CAGAYAN,,,GOVERNOR,"AGLIPAY, 1 CAGAYAN EGAY",AGLIPAY,1,CAGAYAN EGAY,,NP,258470
REGION V,CAMARINES NORTE,,,GOVERNOR,"PADILLA, DONG",PADILLA,DONG,,,PFP,203987
REGION V,CAMARINES SUR,,,GOVERNOR,"VILLAFUERTE, LRAY",VILLAFUERTE,LRAY,,,NUP,526887
REGION X,CAMIGUIN,,,GOVERNOR,"ROMUALDO, XJ",ROMUALDO,XJ,,,LAKAS,42067
REGION VI,CAPIZ,,,GOVERNOR,"CASTRO, OTO",CASTRO,OTO,,,1CAPIZ,363221
REGION V,CATANDUANES,,,GOVERNOR,"AZANZA, PATRICK ALAIN",AZANZA,PATRICK,ALAIN,,IND,76169
REGION IV A,CAVITE,,,GOVERNOR,"REMULLA, ABENG",REMULLA,ABENG,,,NUP,1058412
REGION VII,CEBU,,,GOVERNOR,"BARICUATRO, PAM",BARICUATRO,PAM,,,PDPLBN,1107924
REGION XII,COTABATO,,,GOVERNOR,"MENDOZA, LALA",MENDOZA,LALA,,,NP,414043
REGION XI,DAVAO DE ORO,,,GOVERNOR,"MABANGLO, RAUL",MABANGLO,RAUL,,,IND,239933
REGION XI,DAVAO DEL NORTE,,,GOVERNOR,"JUBAHIB, KUYA EDWIN",JUBAHIB,KUYA,EDWIN,,PFP,323396
REGION XI,DAVAO DEL SUR,,,GOVERNOR,"CAGAS, YVONNE",CAGAS,YVONNE,,,NP,256486
REGION XI,DAVAO OCCIDENTAL,,,GOVERNOR,"BAUTISTA, COLIN",BAUTISTA,COLIN,,,PFP,104009
REGION XI,DAVAO ORIENTAL,,,GOVERNOR,"DAYANGHIRANG, NELSON BOY",DAYANGHIRANG,NELSON,BOY,,NP,219085
REGION XIII,DINAGAT ISLANDS,,,GOVERNOR,"DEMEREY, NILO JR",DEMEREY,NILO,JR,,PFP,41679
REGION VIII,EASTERN SAMAR,,,GOVERNOR,"EVARDONE, RV",EVARDONE,RV,,,PFP,204564
REGION VI,GUIMARAS,,,GOVERNOR,"NAVA, LUCILLE",NAVA,LUCILLE,,,NUP,94970
CORDILLERA ADMINISTRATIVE REGION,IFUGAO,,,GOVERNOR,"DALIPOG, JERRY",DALIPOG,JERRY,,,LAKAS,80486
REGION I,ILOCOS NORTE,,,GOVERNOR,"MARCOS, CECILIA",MARCOS,CECILIA,,,NP,299037
REGION I,ILOCOS SUR,,,GOVERNOR,"SINGSON, JERRY",SINGSON,JERRY,,,BILEG,328528
REGION VI,ILOILO,,,GOVERNOR,"DEFENSOR, TOTO",DEFENSOR,TOTO,,,USWAG,811746
REGION II,ISABELA,,,GOVERNOR,"ALBANO, RODITO",ALBANO,RODITO,,,PFP,651999
CORDILLERA ADMINISTRATIVE REGION,KALINGA,,,GOVERNOR,"EDDUBA, JAMES",EDDUBA,JAMES,,,LAKAS,75305
REGION I,LA UNION,,,GOVERNOR,"ORTEGA, MARIO EDUARDO",ORTEGA,MARIO,EDUARDO,,PFP,277097
REGION IV A,LAGUNA,,,GOVERNOR,"ARAGONES, SOL",ARAGONES,SOL,,,AKAY,599119
REGION X,LANAO DEL NORTE,,,GOVERNOR,"DIMAPORO, KHALID",DIMAPORO,KHALID,,,LAKAS,258853
BARMM,LANAO DEL SUR,,,GOVERNOR,"ADIONG, MAMINTAL JR.",ADIONG,MAMINTAL,JR.,,LAKAS,354647
REGION VIII,LEYTE,,,GOVERNOR,"PETILLA, ICOT",PETILLA,ICOT,,,NPC,661299
BARMM,MAGUINDANAO DEL NORTE,,,GOVERNOR,"MASTURA, TUCAO",MASTURA,TUCAO,,DATU,PFP,199049
BARMM,MAGUINDANAO DEL SUR,,,GOVERNOR,"MIDTIMBANG, ALI",MIDTIMBANG,ALI,,,PFP,176228
REGION IV B,MARINDUQUE,,,GOVERNOR,"GO, MEL GO",GO,MEL,GO,,PDPLBN,66115
REGION V,MASBATE,,,GOVERNOR,"KHO, RICHARD",KHO,RICHARD,,,LAKAS,321100
REGION X,MISAMIS OCCIDENTAL,,,GOVERNOR,"OAMINAL, HENRY",OAMINAL,HENRY,,,NP,297067
REGION X,MISAMIS ORIENTAL,,,GOVERNOR,"UY, JULIETTE",UY,JULIETTE,,,NUP,327305
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,,,GOVERNOR,"LACWASAN, BONIFACIO JR",LACWASAN,BONIFACIO,JR,,PFP,50666
NEGROS ISLAND REGION,NEGROS OCCIDENTAL,,,GOVERNOR,"LACSON, BONG",LACSON,BONG,,,NPC,911614
NEGROS ISLAND REGION,NEGROS ORIENTAL,,,GOVERNOR,"SAGARBARRIA, CHACO",SAGARBARRIA,CHACO,,,PFP,365020
REGION VIII,NORTHERN SAMAR,,,GOVERNOR,"ONGCHUAN, HARRIS ONG",ONGCHUAN,HARRIS,ONG,,NUP,212471
REGION III,NUEVA ECIJA,,,GOVERNOR,"UMALI, OYIE",UMALI,OYIE,,,SIGAW,983805
REGION II,NUEVA VIZCAYA,,,GOVERNOR,"GAMBITO, JING",GAMBITO,JING,,,PFP,151517
REGION IV B,OCCIDENTAL MINDORO,,,GOVERNOR,"GADIANO, ED",GADIANO,ED,,,PFP,200673
REGION IV B,ORIENTAL MINDORO,,,GOVERNOR,"DOLOR, BONZ",DOLOR,BONZ,,,GSM,235935
REGION IV B,PALAWAN,,,GOVERNOR,"ALVAREZ, AMY",ALVAREZ,AMY,,,PPP,264363
REGION III,PAMPANGA,,,GOVERNOR,"PINEDA, NANAY LILIA",PINEDA,NANAY,LILIA,,KMBLN,709694
REGION I,PANGASINAN,,,GOVERNOR,"GUICO, RAMON III",GUICO,RAMON,III,,NP,881307
REGION IV A,QUEZON,,,GOVERNOR,"TAN, DOKTORA HELEN",TAN,DOKTORA,HELEN,,STAN Q,1011465
REGION II,QUIRINO,,,GOVERNOR,"CUA, DAX",CUA,DAX,,,PFP,97595
REGION IV A,RIZAL,,,GOVERNOR,"YNARES, NINA",YNARES,NINA,,,NPC,884132
REGION IV B,ROMBLON,,,GOVERNOR,"FIRMALO-FABIC, TRINA",FIRMALO-FABIC,TRINA,,,LP,93425
REGION VIII,SAMAR,,,GOVERNOR,"TAN, ANN",TAN,ANN,,,NP,419470
REGION XII,SARANGANI,,,GOVERNOR,"PACQUIAO, ROGELIO",PACQUIAO,ROGELIO,,,PFP,155989
NEGROS ISLAND REGION,SIQUIJOR,,,GOVERNOR,"VILLA, JEC-JEC",VILLA,JEC-JEC,,,PFP,42149
REGION V,SORSOGON,,,GOVERNOR,"HAMOR, BOBOY",HAMOR,BOBOY,,,NPC,339284
REGION XII,SOUTH COTABATO,,,GOVERNOR,"TAMAYO, REYNALDO JR.",TAMAYO,REYNALDO,JR.,,PFP,346611
REGION VIII,SOUTHERN LEYTE,,,GOVERNOR,"MERCADO, DAMIAN",MERCADO,DAMIAN,,,LAKAS,126536
REGION XII,SULTAN KUDARAT,,,GOVERNOR,"MANGUDADATU, PAX",MANGUDADATU,PAX,,DATU,LAKAS,302401
REGION IX,SULU,,,GOVERNOR,"TAN, ABDUSAKUR II",TAN,ABDUSAKUR,II,,LAKAS,362388
REGION XIII,SURIGAO DEL NORTE,,,GOVERNOR,"BARBERS, LYNDON",BARBERS,LYNDON,,,NP,174675
REGION XIII,SURIGAO DEL SUR,,,GOVERNOR,"PIMENTEL, JOHNNY",PIMENTEL,JOHNNY,,,NUP,252477
REGION III,TARLAC,,,GOVERNOR,"YAP, CHRISTIAN",YAP,CHRISTIAN,,,SST,482338
BARMM,TAWI TAWI,,,GOVERNOR,"SALI, YSHMAEL",SALI,YSHMAEL,,,PFP,133217
REGION III,ZAMBALES,,,GOVERNOR,"EBDANE, JUN",EBDANE,JUN,,,SZP,306367
REGION IX,ZAMBOANGA DEL NORTE,,,GOVERNOR,"UY, DAREL DEXTER",UY,DAREL,DEXTER,,LAKAS,366165
REGION IX,ZAMBOANGA DEL SUR,,,GOVERNOR,"YU, DIVINA GRACE",YU,DIVINA,GRACE,,LAKAS,320389
REGION IX,ZAMBOANGA SIBUGAY,,,GOVERNOR,"HOFER, ANN",HOFER,ANN,,,PFP,211433
CORDILLERA ADMINISTRATIVE REGION,ABRA,,,VICE GOVERNOR,"BERSAMIN, ANNE",BERSAMIN,ANNE,,,PFP,130127
REGION XIII,AGUSAN DEL NORTE,,,VICE GOVERNOR,"CORVERA, RICO",CORVERA,RICO,,,PDPLBN,168556
REGION XIII,AGUSAN DEL SUR,,,VICE GOVERNOR,"PLAZA, ATE PAT",PLAZA,ATE,PAT,,NUP,214614
REGION VI,AKLAN,,,VICE GOVERNOR,"CALIZO, DEXTER",CALIZO,DEXTER,,,LAKAS,151921
REGION V,ALBAY,,,VICE GOVERNOR,"CO, DIDAY",CO,DIDAY,,,LAKAS,400631
REGION VI,ANTIQUE,,,VICE GOVERNOR,"REYES, GENEVIVE",REYES,GENEVIVE,,,NUP,143656
CORDILLERA ADMINISTRATIVE REGION,APAYAO,,,VICE GOVERNOR,"BULUT, KYLE",BULUT,KYLE,,,LAKAS,56046
REGION III,AURORA,,,VICE GOVERNOR,"GALBAN, SID",GALBAN,SID,,,LDP,58962
BARMM,BASILAN,,,VICE GOVERNOR,"HATAMAN SALLIMAN, JIM",HATAMAN SALLIMAN,JIM,,,PFP,151236
REGION III,BATAAN,,,VICE GOVERNOR,"GARCIA, CRIS",GARCIA,CRIS,,,PFP,350668
REGION II,BATANES,,,VICE GOVERNOR,"NANUD, JHONG",NANUD,JHONG,,,PFP,3269
REGION IV A,BATANGAS,,,VICE GOVERNOR,"MANDANAS, DODO",MANDANAS,DODO,,,PDPLBN,821380
CORDILLERA ADMINISTRATIVE REGION,BENGUET,,,VICE GOVERNOR,"FONGWAN-KEPES, MARIEROSE LAKAS",FONGWAN-KEPES,MARIEROSE,LAKAS,,,116169
REGION VIII,BILIRAN,,,VICE GOVERNOR,"ESPINA-PARAS, ROSELYN",ESPINA-PARAS,ROSELYN,,,LAKAS,67506
REGION VII,BOHOL,,,VICE GOVERNOR,"BESAS, NICK",BESAS,NICK,,,NP,420658
REGION X,BUKIDNON,,,VICE GOVERNOR,"QUIÑO, CLIVE",QUIÑO,CLIVE,,,BPP,431934
REGION III,BULACAN,,,VICE GOVERNOR,"CASTRO, ALEX",CASTRO,ALEX,,,NUP,1360020
REGION II,CAGAYAN,,,VICE GOVERNOR,"MAMBA, MANUEL",MAMBA,MANUEL,,,NP,348954
REGION V,CAMARINES NORTE,,,VICE GOVERNOR,"ASCUTIA, JOSEPH",ASCUTIA,JOSEPH,,,LP,188443
REGION V,CAMARINES SUR,,,VICE GOVERNOR,"FORTUNO, SAL JR.",FORTUNO,SAL,JR.,,NUP,571675
REGION X,CAMIGUIN,,,VICE GOVERNOR,"ROMUALDO, DAN-DAN",ROMUALDO,DAN-DAN,,,PFP,40857
REGION VI,CAPIZ,,,VICE GOVERNOR,"MAGBANUA, JAMESMITANG",MAGBANUA,JAMESMITANG,,,1CAPIZ,292932
REGION V,CATANDUANES,,,VICE GOVERNOR,"FERNANDEZ, OBET",FERNANDEZ,OBET,,,LAKAS,91011
REGION IV A,CAVITE,,,VICE GOVERNOR,"BAUTISTA, RAM REVILLA",BAUTISTA,RAM,REVILLA,,LAKAS,1178445
REGION VII,CEBU,,,VICE GOVERNOR,"SOCO, GLENN",SOCO,GLENN,,,1CEBU,1090199
REGION XII,COTABATO,,,VICE GOVERNOR,"TARAY, ELLA",TARAY,ELLA,,,LAKAS,349374
REGION XI,DAVAO DE ORO,,,VICE GOVERNOR,"GONZAGA, DOROTHY",GONZAGA,DOROTHY,,,PFP,239661
REGION XI,DAVAO DEL NORTE,,,VICE GOVERNOR,"JUBAHIB, CLARICE",JUBAHIB,CLARICE,,,PFP,226663
REGION XI,DAVAO DEL SUR,,,VICE GOVERNOR,"CAGAS, MARC",CAGAS,MARC,,,NP,259364
REGION XI,DAVAO OCCIDENTAL,,,VICE GOVERNOR,"BANDIGAN, LORNA",BANDIGAN,LORNA,,,LAKAS,99030
REGION XI,DAVAO ORIENTAL,,,VICE GOVERNOR,"RABAT-GAYTA, GLENDA",RABAT-GAYTA,GLENDA,,,NP,185283
REGION XIII,DINAGAT ISLANDS,,,VICE GOVERNOR,"ECLEO, JADE",ECLEO,JADE,,,PFP,36069
REGION VIII,EASTERN SAMAR,,,VICE GOVERNOR,"SISON, MARICAR",SISON,MARICAR,,,PFP,166525
REGION VI,GUIMARAS,,,VICE GOVERNOR,"GUMARIN, CECILE",GUMARIN,CECILE,,,NUP,83180
CORDILLERA ADMINISTRATIVE REGION,IFUGAO,,,VICE GOVERNOR,"HABAWEL, OMAR",HABAWEL,OMAR,,,PDPLBN,67874
REGION I,ILOCOS NORTE,,,VICE GOVERNOR,"MANOTOC, MATTHEW MARCOS",MANOTOC,MATTHEW,MARCOS,,NP,313943
REGION I,ILOCOS SUR,,,VICE GOVERNOR,"SINGSON, RYAN",SINGSON,RYAN,,,BILEG,331144
REGION VI,ILOILO,,,VICE GOVERNOR,"DEBUQUE, LEE ANN",DEBUQUE,LEE,ANN,,PFP,547462
REGION II,ISABELA,,,VICE GOVERNOR,"DY, KIKO",DY,KIKO,,,LAKAS,566489
CORDILLERA ADMINISTRATIVE REGION,KALINGA,,,VICE GOVERNOR,"ODIEM, DAVE",ODIEM,DAVE,,,PFP,44033
REGION I,LA UNION,,,VICE GOVERNOR,"SIBUMA, ERIC",SIBUMA,ERIC,,,LAKAS,286987
REGION IV A,LAGUNA,,,VICE GOVERNOR,"CARAIT, JM",CARAIT,JM,,ATTY.,LAKAS,538905
REGION X,LANAO DEL NORTE,,,VICE GOVERNOR,"LIM, ALLAN",LIM,ALLAN,,,LAKAS,211476
BARMM,LANAO DEL SUR,,,VICE GOVERNOR,"ADIONG, MUJAM",ADIONG,MUJAM,,,LAKAS,336390
REGION VIII,LEYTE,,,VICE GOVERNOR,"JAVIER, SANDY",JAVIER,SANDY,,,NPC,569092
BARMM,MAGUINDANAO DEL NORTE,,,VICE GOVERNOR,"SINSUAT, MARSHALL",SINSUAT,MARSHALL,,,UBJP,198233
BARMM,MAGUINDANAO DEL SUR,,,VICE GOVERNOR,"NANDO, HISHAM",NANDO,HISHAM,,,UBJP,183625
REGION IV B,MARINDUQUE,,,VICE GOVERNOR,"BACORRO, ROMULO",BACORRO,ROMULO,,DOC,IND,75930
REGION V,MASBATE,,,VICE GOVERNOR,"TALISIC, FERNANDO",TALISIC,FERNANDO,,,LAKAS,266311
REGION X,MISAMIS OCCIDENTAL,,,VICE GOVERNOR,"GUTIERREZ, ROWENA",GUTIERREZ,ROWENA,,,ASPIN,285168
REGION X,MISAMIS ORIENTAL,,,VICE GOVERNOR,"PELAEZ, JIGJAG",PELAEZ,JIGJAG,,,LAKAS,285650
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,,,VICE GOVERNOR,"DOMINGUEZ, JET",DOMINGUEZ,JET,,,IND,46633
NEGROS ISLAND REGION,NEGROS OCCIDENTAL,,,VICE GOVERNOR,"ALONSO, JOEBEN",ALONSO,JOEBEN,,,NUP,680339
NEGROS ISLAND REGION,NEGROS ORIENTAL,,,VICE GOVERNOR,"DIAZ, FRITZ",DIAZ,FRITZ,,,PFP,280725
REGION VIII,NORTHERN SAMAR,,,VICE GOVERNOR,"DATO, CLARENCE",DATO,CLARENCE,,,PFP,189057
REGION III,NUEVA ECIJA,,,VICE GOVERNOR,"UMALI, LEMON",UMALI,LEMON,,,SIGAW,812198
REGION II,NUEVA VIZCAYA,,,VICE GOVERNOR,"DACAYO, EUFEMIA",DACAYO,EUFEMIA,,,AKSYON,96129
REGION IV B,OCCIDENTAL MINDORO,,,VICE GOVERNOR,"APIGO-TAYAG, DIANA",APIGO-TAYAG,DIANA,,,PFP,161841
REGION IV B,ORIENTAL MINDORO,,,VICE GOVERNOR,"PEREZ, CA JOJO",PEREZ,CA,JOJO,,MBS,192571
REGION IV B,PALAWAN,,,VICE GOVERNOR,"OLA, ONSOY",OLA,ONSOY,,,PPP,234749
REGION III,PAMPANGA,,,VICE GOVERNOR,"PINEDA, DENNIS DELTA",PINEDA,DENNIS,DELTA,,NPC,751077
REGION I,PANGASINAN,,,VICE GOVERNOR,"LAMBINO, MARK",LAMBINO,MARK,,,LAKAS,1022160
REGION IV A,QUEZON,,,VICE GOVERNOR,"ALCALA, THIRD",ALCALA,THIRD,,,STAN Q,851518
REGION II,QUIRINO,,,VICE GOVERNOR,"VAQUILAR, JOJO",VAQUILAR,JOJO,,,PFP,83977
REGION IV A,RIZAL,,,VICE GOVERNOR,"GATLABAYAN, PINING",GATLABAYAN,PINING,,,NPC,600553
REGION IV B,ROMBLON,,,VICE GOVERNOR,"GUTIERREZ, ARMING",GUTIERREZ,ARMING,,,PFP,81785
REGION VIII,SAMAR,,,VICE GOVERNOR,"TAN, ARNOLD",TAN,ARNOLD,,,PFP,405879
REGION XII,SARANGANI,,,VICE GOVERNOR,"MARTINEZ, BOGI",MARTINEZ,BOGI,,,PCM,115321
NEGROS ISLAND REGION,SIQUIJOR,,,VICE GOVERNOR,"TUMALA, DINDO",TUMALA,DINDO,,,PFP,40684
REGION V,SORSOGON,,,VICE GOVERNOR,"ESCUDERO, JUN",ESCUDERO,JUN,,,NPC,275839
REGION XII,SOUTH COTABATO,,,VICE GOVERNOR,"PINGOY, DODO",PINGOY,DODO,,,PFP,331376
REGION VIII,SOUTHERN LEYTE,,,VICE GOVERNOR,"MERCADO, MILAI",MERCADO,MILAI,,,LAKAS,139765
REGION XII,SULTAN KUDARAT,,,VICE GOVERNOR,"SAKALURAN, PRINCE RADEN",SAKALURAN,PRINCE,RADEN,,LAKAS,286550
REGION IX,SULU,,,VICE GOVERNOR,"TAN, ABDUSAKUR",TAN,ABDUSAKUR,,,LAKAS,360287
REGION XIII,SURIGAO DEL NORTE,,,VICE GOVERNOR,"GOKIANGKEE, GEED",GOKIANGKEE,GEED,,,NP,214332
REGION XIII,SURIGAO DEL SUR,,,VICE GOVERNOR,"ALAMEDA, MANGI",ALAMEDA,MANGI,,,PFP,237575
REGION III,TARLAC,,,VICE GOVERNOR,"AQUINO, LITA",AQUINO,LITA,,,NPC,349308
BARMM,TAWI TAWI,,,VICE GOVERNOR,"SALI, AL-SYED",SALI,AL-SYED,,,PFP,142259
REGION III,ZAMBALES,,,VICE GOVERNOR,"KHONGHUN, JAQ",KHONGHUN,JAQ,,,LAKAS,279807
REGION IX,ZAMBOANGA DEL NORTE,,,VICE GOVERNOR,"NAPIGQUIT, JULIUS",NAPIGQUIT,JULIUS,,,LAKAS,348789
REGION IX,ZAMBOANGA DEL SUR,,,VICE GOVERNOR,"ARIOSA, ROY",ARIOSA,ROY,,,PFP,321985
REGION IX,ZAMBOANGA SIBUGAY,,,VICE GOVERNOR,"OLEGARIO, RIC-RIC",OLEGARIO,RIC-RIC,,,NP,175301
CORDILLERA ADMINISTRATIVE REGION,ABRA,,FIRST,PROVINCIAL BOARD MEMBER,"CECILIA, JANE",CECILIA,JANE,,,PFP,47217
CORDILLERA ADMINISTRATIVE REGION,ABRA,,FIRST,PROVINCIAL BOARD MEMBER,"DE LA PAZ, RUDY",DE LA PAZ,RUDY,,,PFP,32051
CORDILLERA ADMINISTRATIVE REGION,ABRA,,FIRST,PROVINCIAL BOARD MEMBER,"BERNARDEZ, RUY",BERNARDEZ,RUY,,,PFP,29954
CORDILLERA ADMINISTRATIVE REGION,ABRA,,FIRST,PROVINCIAL BOARD MEMBER,"DOMINGO, GLANNIE",DOMINGO,GLANNIE,,,PFP,28803
CORDILLERA ADMINISTRATIVE REGION,ABRA,,SECOND,PROVINCIAL BOARD MEMBER,"ABAYA, PAT",ABAYA,PAT,,,PFP,66503
CORDILLERA ADMINISTRATIVE REGION,ABRA,,SECOND,PROVINCIAL BOARD MEMBER,"ALZATE, BYRONE",ALZATE,BYRONE,,,PFP,64867
CORDILLERA ADMINISTRATIVE REGION,ABRA,,SECOND,PROVINCIAL BOARD MEMBER,"SEARES, MARK FROILAN",SEARES,MARK,FROILAN,,PFP,63924
CORDILLERA ADMINISTRATIVE REGION,ABRA,,SECOND,PROVINCIAL BOARD MEMBER,"BERSAMIN, LUIS JOROBOTSIV",BERSAMIN,LUIS,JOROBOTSIV,,NPC,60710
REGION XIII,AGUSAN DEL NORTE,,FIRST,PROVINCIAL BOARD MEMBER,"LIM, RYAN JADE",LIM,RYAN,JADE,,PDPLBN,86478
REGION XIII,AGUSAN DEL NORTE,,FIRST,PROVINCIAL BOARD MEMBER,"FAMADOR, NIEVA",FAMADOR,NIEVA,,,PDPLBN,86451
REGION XIII,AGUSAN DEL NORTE,,FIRST,PROVINCIAL BOARD MEMBER,"JAMBOY, REY",JAMBOY,REY,,,PDPLBN,85032
REGION XIII,AGUSAN DEL NORTE,,FIRST,PROVINCIAL BOARD MEMBER,"ASIO, ALAN",ASIO,ALAN,,,IND,78272
REGION XIII,AGUSAN DEL NORTE,,SECOND,PROVINCIAL BOARD MEMBER,"CHAN, FRANCISCO JR",CHAN,FRANCISCO,JR,,PDPLBN,54635
REGION XIII,AGUSAN DEL NORTE,,SECOND,PROVINCIAL BOARD MEMBER,"RESERVA, JAMES",RESERVA,JAMES,,,PDPLBN,52158
REGION XIII,AGUSAN DEL NORTE,,SECOND,PROVINCIAL BOARD MEMBER,"DANO, ERWIN",DANO,ERWIN,,,PDPLBN,52047
REGION XIII,AGUSAN DEL NORTE,,SECOND,PROVINCIAL BOARD MEMBER,"ESCASIÑAS, VIRGILIO",ESCASIÑAS,VIRGILIO,,,PDPLBN,51829
REGION XIII,AGUSAN DEL SUR,,FIRST,PROVINCIAL BOARD MEMBER,"ALONDE, CESAR",ALONDE,CESAR,,,NUP,89643
REGION XIII,AGUSAN DEL SUR,,FIRST,PROVINCIAL BOARD MEMBER,"CEBALLOS, GINA",CEBALLOS,GINA,,,NUP,82806
REGION XIII,AGUSAN DEL SUR,,FIRST,PROVINCIAL BOARD MEMBER,"MASENDO, JESRYL",MASENDO,JESRYL,,,NUP,80671
REGION XIII,AGUSAN DEL SUR,,FIRST,PROVINCIAL BOARD MEMBER,"MANPATILAN, NILO",MANPATILAN,NILO,,,NUP,78516
REGION XIII,AGUSAN DEL SUR,,SECOND,PROVINCIAL BOARD MEMBER,"TORTOR, SAMMY",TORTOR,SAMMY,,,NUP,91033
REGION XIII,AGUSAN DEL SUR,,SECOND,PROVINCIAL BOARD MEMBER,"ELORDE, COX",ELORDE,COX,,,NUP,84667
REGION XIII,AGUSAN DEL SUR,,SECOND,PROVINCIAL BOARD MEMBER,"PLAZA, JOSEPH",PLAZA,JOSEPH,,,NUP,83545
REGION XIII,AGUSAN DEL SUR,,SECOND,PROVINCIAL BOARD MEMBER,"YUCOSING, PAMELA",YUCOSING,PAMELA,,,NUP,79623
REGION VI,AKLAN,,FIRST,PROVINCIAL BOARD MEMBER,"BAUTISTA, MARK ACE",BAUTISTA,MARK,ACE,,PFP,90558
REGION VI,AKLAN,,FIRST,PROVINCIAL BOARD MEMBER,"QUIMPO, BOY",QUIMPO,BOY,,ATTY.,LAKAS,88998
REGION VI,AKLAN,,FIRST,PROVINCIAL BOARD MEMBER,"QUIMPO, MARK",QUIMPO,MARK,,,LAKAS,86430
REGION VI,AKLAN,,FIRST,PROVINCIAL BOARD MEMBER,"TUPAS, TEDDY",TUPAS,TEDDY,,,LAKAS,66252
REGION VI,AKLAN,,FIRST,PROVINCIAL BOARD MEMBER,"CLEOPE, APOL",CLEOPE,APOL,,,PFP,54434
REGION VI,AKLAN,,SECOND,PROVINCIAL BOARD MEMBER,"HARESCO, JOSE",HARESCO,JOSE,,,NP,92199
REGION VI,AKLAN,,SECOND,PROVINCIAL BOARD MEMBER,"DALISAY, LOLONG",DALISAY,LOLONG,,,PFP,74398
REGION VI,AKLAN,,SECOND,PROVINCIAL BOARD MEMBER,"CORDOVA, JOJO",CORDOVA,JOJO,,,LAKAS,69767
REGION VI,AKLAN,,SECOND,PROVINCIAL BOARD MEMBER,"LEGASPI, BUBI",LEGASPI,BUBI,,ATTY.,LP,69542
REGION VI,AKLAN,,SECOND,PROVINCIAL BOARD MEMBER,"GALLENERO, JUPITER",GALLENERO,JUPITER,,,PFP,68247
REGION V,ALBAY,,FIRST,PROVINCIAL BOARD MEMBER,"ONRUBIA, SHEINA",ONRUBIA,SHEINA,,,LP,110800
REGION V,ALBAY,,FIRST,PROVINCIAL BOARD MEMBER,"BONGAO, GIO",BONGAO,GIO,,,LP,103011
REGION V,ALBAY,,FIRST,PROVINCIAL BOARD MEMBER,"ZIGA, CAROL",ZIGA,CAROL,,,LAKAS,102597
REGION V,ALBAY,,SECOND,PROVINCIAL BOARD MEMBER,"ABADEZA, MELISSA",ABADEZA,MELISSA,,,LAKAS,162149
REGION V,ALBAY,,SECOND,PROVINCIAL BOARD MEMBER,"CASULLA, GLENN",CASULLA,GLENN,,,LAKAS,135149
REGION V,ALBAY,,SECOND,PROVINCIAL BOARD MEMBER,"IMPERIAL, HAROLD",IMPERIAL,HAROLD,,,PDPLBN,114054
REGION V,ALBAY,,THIRD,PROVINCIAL BOARD MEMBER,"SALCEDA, CONGCONG",SALCEDA,CONGCONG,,,LAKAS,170696
REGION V,ALBAY,,THIRD,PROVINCIAL BOARD MEMBER,"ARANDIA, BRAYAN",ARANDIA,BRAYAN,,,LAKAS,121428
REGION V,ALBAY,,THIRD,PROVINCIAL BOARD MEMBER,"RIBAYA, MANNY",RIBAYA,MANNY,,,LAKAS,105427
