region,province,city,district,position,candidate_name,last_name,first_name,middle_name,title,party,votes
REGION VII,BOHOL,TRINIDAD,,VICE MAYOR,"CAJES, JOAN",CAJES,JOAN,,,NPC,13281
REGION VII,BOHOL,TUBIGON,,VICE MAYOR,"LASCO, DELIA",LASCO,DELIA,,,NUP,15702
REGION VII,BOHOL,UBAY,,VICE MAYOR,"REYES, COSTAN",REYES,COSTAN,,,LAKAS,30104
REGION VII,BOHOL,VALENCIA,,VICE MAYOR,"COMETA, DONDON",COMETA,DONDON,,,LAKAS,12072
REGION X,BUKIDNON,BAUNGON,,VICE MAYOR,"BAJUYO, DODO",BAJUYO,DODO,,,BPP,9942
REGION X,BUKIDNON,CABANGLASAN,,VICE MAYOR,"BULLECER, LOTLOT",BULLECER,LOTLOT,,,BPP,8941
REGION X,BUKIDNON,DAMULOG,,VICE MAYOR,"PACO, CLINETTE",PACO,CLINETTE,,,BPP,9284
REGION X,BUKIDNON,DANGCAGAN,,VICE MAYOR,"CABUNOC, SERVILLE",CABUNOC,SERVILLE,,,BPP,7924
REGION X,BUKIDNON,DON CARLOS,,VICE MAYOR,"ABSUELO, LOLOY",ABSUELO,LOLOY,,,IND,19710
REGION X,BUKIDNON,IMPASUG ONG,,VICE MAYOR,"UY, ANTHONY",UY,ANTHONY,,,IND,18042
REGION X,BUKIDNON,KADINGILAN,,VICE MAYOR,"TADEO, SEGUNDO JR.",TADEO,SEGUNDO,JR.,,BPP,19209
REGION X,BUKIDNON,KALILANGAN,,VICE MAYOR,"LACDO-O, KAKA",LACDO-O,KAKA,,,IND,9325
REGION X,BUKIDNON,KIBAWE,,VICE MAYOR,"BATAO, NONONG",BATAO,NONONG,,,BPP,15943
REGION X,BUKIDNON,KITAOTAO,,VICE MAYOR,"ANGIT, MARY ANN",ANGIT,MARY,ANN,,BPP,15762
REGION X,BUKIDNON,LANTAPAN,,VICE MAYOR,"DEVIBAR, ERNIE",DEVIBAR,ERNIE,,,BPP,28952
REGION X,BUKIDNON,LIBONA,,VICE MAYOR,"WOO, TAWING",WOO,TAWING,,,IND,16911
REGION X,BUKIDNON,MALAYBALAY,,VICE MAYOR,"MARABE, LITOY",MARABE,LITOY,,,LAKAS,55173
REGION X,BUKIDNON,MALITBOG,,VICE MAYOR,"DELA ROSA, CATHERINE",DELA ROSA,CATHERINE,,,BPP,7022
REGION X,BUKIDNON,MANOLO FORTICH,,VICE MAYOR,"BAGAYAS, BOJUN",BAGAYAS,BOJUN,,,BPP,34558
REGION X,BUKIDNON,MARAMAG,,VICE MAYOR,"TAN, JAN-JAN",TAN,JAN-JAN,,,IND,29922
REGION X,BUKIDNON,PANGANTUCAN,,VICE MAYOR,"HERNANDEZ, EDWARD",HERNANDEZ,EDWARD,,,BPP,13689
REGION X,BUKIDNON,QUEZON,,VICE MAYOR,"DUROTAN, JOSEPH",DUROTAN,JOSEPH,,,BPP,48094
REGION X,BUKIDNON,SAN FERNANDO,,VICE MAYOR,"YEKE, JEASER MAE",YEKE,JEASER,MAE,,BPP,22216
REGION X,BUKIDNON,SUMILAO,,VICE MAYOR,"BAULA, JIM-JIM",BAULA,JIM-JIM,,,BPP,13388
REGION X,BUKIDNON,TALAKAG,,VICE MAYOR,"FACTURA, VERGITO",FACTURA,VERGITO,,,BPP,15590
REGION X,BUKIDNON,VALENCIA,,VICE MAYOR,"GALARIO, CECIL",GALARIO,CECIL,,,IND,44574
REGION III,BULACAN,ANGAT,,VICE MAYOR,"AGUSTIN, ARVIN",AGUSTIN,ARVIN,,,LAKAS,21797
REGION III,BULACAN,BALAGTAS,,VICE MAYOR,"PAYURAN, MONAY",PAYURAN,MONAY,,,PFP,27204
REGION III,BULACAN,BALIWAG,,VICE MAYOR,"ESTRELLA, FERDIE",ESTRELLA,FERDIE,,,NUP,55939
REGION III,BULACAN,BOCAUE,,VICE MAYOR,"TUGNA, MAYOR JONI",TUGNA,MAYOR,JONI,MR.,NUP,53889
REGION III,BULACAN,BULACAN,,VICE MAYOR,"CRUZ, ARON RONALD",CRUZ,ARON,RONALD,,PFP,26580
REGION III,BULACAN,BUSTOS,,VICE MAYOR,"ANGELES, MARTIN",ANGELES,MARTIN,,,NUP,24732
REGION III,BULACAN,CALUMPIT,,VICE MAYOR,"CANDELARIA, ZAR",CANDELARIA,ZAR,,DOC,NUP,34891
REGION III,BULACAN,DONA REMEDIOS TRINIDAD,,VICE MAYOR,"FLORES, MARIE",FLORES,MARIE,,,NUP,15993
REGION III,BULACAN,GUIGUINTO,,VICE MAYOR,"SANTOS, JJ",SANTOS,JJ,,,IND,43933
REGION III,BULACAN,HAGONOY,,VICE MAYOR,"DELA CRUZ, JHANE",DELA CRUZ,JHANE,,,PFP,28178
REGION III,BULACAN,MALOLOS,,VICE MAYOR,"GATCHALIAN, BEBONG",GATCHALIAN,BEBONG,,,IND,47905
REGION III,BULACAN,MARILAO,,VICE MAYOR,"AMADOR, ARIEL",AMADOR,ARIEL,,,PFP,44459
REGION III,BULACAN,MEYCAUAYAN,,VICE MAYOR,"VIOLAGO, JOJIE",VIOLAGO,JOJIE,,,PFP,63355
REGION III,BULACAN,NORZAGARAY,,VICE MAYOR,"SAMSON, GIULIUS",SAMSON,GIULIUS,,,PFP,34283
REGION III,BULACAN,OBANDO,,VICE MAYOR,"RILLERA, ROWELL",RILLERA,ROWELL,,,PFP,16508
REGION III,BULACAN,PANDI,,VICE MAYOR,"CASTRO, CRIS",CASTRO,CRIS,,ENGR.,PFP,45408
REGION III,BULACAN,PAOMBONG,,VICE MAYOR,"CASTRO, JC",CASTRO,JC,,,PFP,19637
REGION III,BULACAN,PLARIDEL,,VICE MAYOR,"DE LEON, MHEL",DE LEON,MHEL,,,IND,37742
REGION III,BULACAN,PULILAN,,VICE MAYOR,"CRUZ, IMEE",CRUZ,IMEE,,ATTY.,LAKAS,29186
REGION III,BULACAN,SAN ILDEFONSO,,VICE MAYOR,"GALVEZ, ADMIN-CHARIZ",GALVEZ,ADMIN-CHARIZ,,,NUP,40680
REGION III,BULACAN,SAN JOSE DEL MONTE,,VICE MAYOR,"BARTOLOME, ARLENE ABA",BARTOLOME,ARLENE,ABA,,AR,87916
REGION III,BULACAN,SAN MIGUEL,,VICE MAYOR,"REYES, JHONG",REYES,JHONG,,,NUP,34681
REGION III,BULACAN,SAN RAFAEL,,VICE MAYOR,"VENERACION, EDISON",VENERACION,EDISON,,,PFP,45486
REGION III,BULACAN,SANTA MARIA,,VICE MAYOR,"PEREZ, OBET",PEREZ,OBET,,,PFP,65665
REGION II,CAGAYAN,ABULUG,,VICE MAYOR,"VARGAS, JEFF",VARGAS,JEFF,,,LAKAS,16062
REGION II,CAGAYAN,ALCALA,,VICE MAYOR,"SUMABAT, DENDEN",SUMABAT,DENDEN,,,IND,11809
REGION II,CAGAYAN,ALLACAPAN,,VICE MAYOR,"FLORIDA, JAY-AR",FLORIDA,JAY-AR,,,NP,8961
REGION II,CAGAYAN,AMULUNG,,VICE MAYOR,"ANTONIO, EDWARD",ANTONIO,EDWARD,,,NPC,15374
REGION II,CAGAYAN,APARRI,,VICE MAYOR,"CHAN, BRYAN",CHAN,BRYAN,,,IND,15371
REGION II,CAGAYAN,BAGGAO,,VICE MAYOR,"GAZMEN, ROWEL",GAZMEN,ROWEL,,,LAKAS,30484
REGION II,CAGAYAN,BALLESTEROS,,VICE MAYOR,"UNITE, VINCENT",UNITE,VINCENT,,,LAKAS,11155
REGION II,CAGAYAN,BUGUEY,,VICE MAYOR,"ANTIPORDA, LLOYD",ANTIPORDA,LLOYD,,,NP,13710
REGION II,CAGAYAN,CALAYAN,,VICE MAYOR,"LLOPIS, JOSEPHUS",LLOPIS,JOSEPHUS,,,NP,7194
REGION II,CAGAYAN,CAMALANIUGAN,,VICE MAYOR,"ROSARIO, JAMUEL",ROSARIO,JAMUEL,,,LAKAS,7829
REGION II,CAGAYAN,CLAVERIA,,VICE MAYOR,"AGPULDO, FREDELINO",AGPULDO,FREDELINO,,,PFP,9156
REGION II,CAGAYAN,ENRILE,,VICE MAYOR,"IRINGAN, ALEX",IRINGAN,ALEX,,,AKSYON,7280
REGION II,CAGAYAN,GATTARAN,,VICE MAYOR,"SISON, PRINCESS",SISON,PRINCESS,,,LAKAS,20975
REGION II,CAGAYAN,GONZAGA,,VICE MAYOR,"GASPAR, SHERRYL ANNE",GASPAR,SHERRYL,ANNE,,LAKAS,8170
REGION II,CAGAYAN,IGUIG,,VICE MAYOR,"TRINIDAD, FERDINAND",TRINIDAD,FERDINAND,,,NP,11471
REGION II,CAGAYAN,LAL LO,,VICE MAYOR,"PASCUAL, OLIVE",PASCUAL,OLIVE,,,NP,16200
REGION II,CAGAYAN,LASAM,,VICE MAYOR,"AGATEP, DANNAH",AGATEP,DANNAH,,,LAKAS,13360
REGION II,CAGAYAN,PAMPLONA,,VICE MAYOR,"SAMPAGA, ARNIE",SAMPAGA,ARNIE,,,LAKAS,9968
REGION II,CAGAYAN,PENABLANCA,,VICE MAYOR,"TAGUINOD, INTOY",TAGUINOD,INTOY,,,LAKAS,18569
REGION II,CAGAYAN,PIAT,,VICE MAYOR,"VILLACETE, KING",VILLACETE,KING,,,PFP,7829
REGION II,CAGAYAN,RIZAL,,VICE MAYOR,"RUMA, BRENDA",RUMA,BRENDA,,,NPC,6683
REGION II,CAGAYAN,SANCHEZ MIRA,,VICE MAYOR,"SACRAMED, CONNIE MARIE",SACRAMED,CONNIE,MARIE,,NP,8124
REGION II,CAGAYAN,SANTA ANA,,VICE MAYOR,"LADRIDO, CATHERINE",LADRIDO,CATHERINE,,,NP,10710
REGION II,CAGAYAN,SANTA PRAXEDES,,VICE MAYOR,"ESTABILLO, RENE",ESTABILLO,RENE,,,LAKAS,1908
REGION II,CAGAYAN,SANTA TERESITA,,VICE MAYOR,"FAGELA, RUBEN",FAGELA,RUBEN,,,NP,5729
REGION II,CAGAYAN,SANTO NINO,,VICE MAYOR,"PAGURAYAN, VICENTE",PAGURAYAN,VICENTE,,,LAKAS,8955
REGION II,CAGAYAN,SOLANA,,VICE MAYOR,"CARAG, JENNALYN",CARAG,JENNALYN,,,NPC,36310
REGION II,CAGAYAN,TUAO,,VICE MAYOR,"MAMBA, FRANCISCO JR.",MAMBA,FRANCISCO,JR.,,NP,30334
REGION II,CAGAYAN,TUGUEGARAO,,VICE MAYOR,"RESUELLO, ROSS",RESUELLO,ROSS,,PASTOR,LAKAS,37178
REGION V,CAMARINES NORTE,BASUD,,VICE MAYOR,"BARRAMEDA, RAMIR",BARRAMEDA,RAMIR,,,PFP,10501
REGION V,CAMARINES NORTE,CAPALONGA,,VICE MAYOR,"ESTURAS, MARSHA",ESTURAS,MARSHA,,,NPC,11140
REGION V,CAMARINES NORTE,DAET,,VICE MAYOR,"OCHOA, B2K",OCHOA,B2K,,,NPC,27588
REGION V,CAMARINES NORTE,JOSE PANGANIBAN,,VICE MAYOR,"PADILLA, KUATRO",PADILLA,KUATRO,,,PFP,14664
REGION V,CAMARINES NORTE,LABO,,VICE MAYOR,"BARDON, ALVIN",BARDON,ALVIN,,,LP,34608
REGION V,CAMARINES NORTE,MERCEDES,,VICE MAYOR,"YAPYUCO, GINA",YAPYUCO,GINA,,,PFP,9111
REGION V,CAMARINES NORTE,PARACALE,,VICE MAYOR,"MOYA, ZALDY",MOYA,ZALDY,,,PFP,14212
REGION V,CAMARINES NORTE,SAN LORENZO RUIZ,,VICE MAYOR,"FRANCISCO, RANDY",FRANCISCO,RANDY,,,PFP,6562
REGION V,CAMARINES NORTE,SAN VICENTE,,VICE MAYOR,"ALEGRE, JOSEPH STANLEY",ALEGRE,JOSEPH,STANLEY,,IND,4422
REGION V,CAMARINES NORTE,SANTA ELENA,,VICE MAYOR,"MENDOZA, KUYA DYEP",MENDOZA,KUYA,DYEP,,NPC,12045
REGION V,CAMARINES NORTE,TALISAY,,VICE MAYOR,"RAMORES, JUANCHO",RAMORES,JUANCHO,,,PFP,8228
REGION V,CAMARINES NORTE,VINZONS,,VICE MAYOR,"VALEROS, BOYET",VALEROS,BOYET,,,PFP,11913
REGION V,CAMARINES SUR,BAAO,,VICE MAYOR,"CUYAHON, CUYA ATAN",CUYAHON,CUYA,ATAN,,IND,12530
REGION V,CAMARINES SUR,BALATAN,,VICE MAYOR,"NARITO, JHUN",NARITO,JHUN,,,LAKAS,9565
REGION V,CAMARINES SUR,BATO,,VICE MAYOR,"ZORILLA, DADO",ZORILLA,DADO,,,PFP,15313
REGION V,CAMARINES SUR,BOMBON,,VICE MAYOR,"ANGELES, TYSON",ANGELES,TYSON,,,NUP,6941
REGION V,CAMARINES SUR,BUHI,,VICE MAYOR,"ECHIPARE, CHRISTIAN",ECHIPARE,CHRISTIAN,,,PFP,20569
REGION V,CAMARINES SUR,BULA,,VICE MAYOR,"LARGO, BIKOL",LARGO,BIKOL,,,NUP,20852
REGION V,CAMARINES SUR,CABUSAO,,VICE MAYOR,"AGUALADA, PITOY",AGUALADA,PITOY,,ATTY,IND,6080
REGION V,CAMARINES SUR,CALABANGA,,VICE MAYOR,"DE VILLA, VIC",DE VILLA,VIC,,,NUP,23742
REGION V,CAMARINES SUR,CAMALIGAN,,VICE MAYOR,"PRADO, DOC-ELI",PRADO,DOC-ELI,,,PFP,6737
REGION V,CAMARINES SUR,CANAMAN,,VICE MAYOR,"ABANTE, JOEL JOSEPH",ABANTE,JOEL,JOSEPH,,IND,6772
REGION V,CAMARINES SUR,CARAMOAN,,VICE MAYOR,"OBIAS, DON",OBIAS,DON,,,NUP,14547
REGION V,CAMARINES SUR,DEL GALLEGO,,VICE MAYOR,"BARGO, FLORENCE",BARGO,FLORENCE,,,NUP,8647
REGION V,CAMARINES SUR,GAINZA,,VICE MAYOR,"TEODORO, JOSE JR.",TEODORO,JOSE,JR.,,NUP,3658
REGION V,CAMARINES SUR,GARCHITORENA,,VICE MAYOR,"CASTOR, RONIE",CASTOR,RONIE,,,PFP,8622
REGION V,CAMARINES SUR,GOA,,VICE MAYOR,"PAN, MARCEL MICHAEL",PAN,MARCEL,MICHAEL,,PFP,21441
REGION V,CAMARINES SUR,IRIGA,,VICE MAYOR,"DIMAIWAT, EDSEL",DIMAIWAT,EDSEL,,,NUP,29591
REGION V,CAMARINES SUR,LAGONOY,,VICE MAYOR,"REMOTO, JERRY JAKE",REMOTO,JERRY,JAKE,,PFP,22706
REGION V,CAMARINES SUR,LIBMANAN,,VICE MAYOR,"ORIÑO, ARIEL",ORIÑO,ARIEL,,,PFP,25141
REGION V,CAMARINES SUR,LUPI,,VICE MAYOR,"AGRAVANTE, NOEL",AGRAVANTE,NOEL,,,NPC,6776
REGION V,CAMARINES SUR,MAGARAO,,VICE MAYOR,"BEDIONES, BOBOY",BEDIONES,BOBOY,,,NUP,8609
REGION V,CAMARINES SUR,MILAOR,,VICE MAYOR,"FLORES, KAP ABEL",FLORES,KAP,ABEL,,NUP,10457
REGION V,CAMARINES SUR,MINALABAC,,VICE MAYOR,"LAVANDERO, NOE",LAVANDERO,NOE,,,NUP,12540
REGION V,CAMARINES SUR,NABUA,,VICE MAYOR,"PONON, GERARD",PONON,GERARD,,,NUP,27520
REGION V,CAMARINES SUR,NAGA,,VICE MAYOR,"BORDADO, GABBY",BORDADO,GABBY,,,LP,46690
REGION V,CAMARINES SUR,OCAMPO,,VICE MAYOR,"CARIDO, FIDEL JR.",CARIDO,FIDEL,JR.,,LAKAS,12148
REGION V,CAMARINES SUR,PAMPLONA,,VICE MAYOR,"FRANCO, BOY",FRANCO,BOY,,,KB,11239
REGION V,CAMARINES SUR,PASACAO,,VICE MAYOR,"BENGUA, JOJO",BENGUA,JOJO,,,NUP,12652
REGION V,CAMARINES SUR,PILI,,VICE MAYOR,"BONGALONTA, TOM",BONGALONTA,TOM,,,NPC,19260
REGION V,CAMARINES SUR,PRESENTACION,,VICE MAYOR,"AMOROSO, TOMAS",AMOROSO,TOMAS,,,PFP,7883
REGION V,CAMARINES SUR,RAGAY,,VICE MAYOR,"SEÑAR, BANI",SEÑAR,BANI,,,NUP,17952
REGION V,CAMARINES SUR,SAGNAY,,VICE MAYOR,"SAN FELIPE, BRYAN",SAN FELIPE,BRYAN,,,PFP,11126
REGION V,CAMARINES SUR,SAN FERNANDO,,VICE MAYOR,"LAÑADA, GANDA",LAÑADA,GANDA,,,NUP,13009
REGION V,CAMARINES SUR,SAN JOSE,,VICE MAYOR,"PERVERA, OKI DOC",PERVERA,OKI,DOC,,PFP,15802
REGION V,CAMARINES SUR,SIPOCOT,,VICE MAYOR,"ASTOR, OGIE",ASTOR,OGIE,,,NPC,20577
REGION V,CAMARINES SUR,SIRUMA,,VICE MAYOR,"SAN GABRIEL, CHRISTOPHER",SAN GABRIEL,CHRISTOPHER,,,IND,5064
REGION V,CAMARINES SUR,TIGAON,,VICE MAYOR,"LELIS, JULIUS TEOFILO",LELIS,JULIUS,TEOFILO,,PFP,16398
REGION V,CAMARINES SUR,TINAMBAC,,VICE MAYOR,"BORJA, ERVIN",BORJA,ERVIN,,,NUP,20149
REGION X,CAMIGUIN,CATARMAN,,VICE MAYOR,"SAGOCSOC, RONY",SAGOCSOC,RONY,,,LAKAS,7632
REGION X,CAMIGUIN,GUINSILIBAN,,VICE MAYOR,"ABECIA, TATA",ABECIA,TATA,,,LAKAS,3787
REGION X,CAMIGUIN,MAHINOG,,VICE MAYOR,"GALOCHINO, NERIO",GALOCHINO,NERIO,,,LAKAS,7116
REGION X,CAMIGUIN,MAMBAJAO,,VICE MAYOR,"CLOSAS, ROBERT",CLOSAS,ROBERT,,,LAKAS,18324
REGION X,CAMIGUIN,SAGAY,,VICE MAYOR,"YANGCO, NIEL JOHN",YANGCO,NIEL,JOHN,,LAKAS,5428
REGION VI,CAPIZ,CUARTERO,,VICE MAYOR,"FALCIS, ABNER",FALCIS,ABNER,,,1CAPIZ,7649
REGION VI,CAPIZ,DAO,,VICE MAYOR,"DAÑOS, PANOY",DAÑOS,PANOY,,,1CAPIZ,12293
REGION VI,CAPIZ,DUMALAG,,VICE MAYOR,"CASTRO, FREDENIL II",CASTRO,FREDENIL,II,,1CAPIZ,13720
REGION VI,CAPIZ,DUMARAO,,VICE MAYOR,"HACHUELA, GLEY",HACHUELA,GLEY,,,1CAPIZ,19478
REGION VI,CAPIZ,IVISAN,,VICE MAYOR,"YAP, RJ",YAP,RJ,,,1CAPIZ,14736
REGION VI,CAPIZ,JAMINDAN,,VICE MAYOR,"VESTIDAS, ARAN",VESTIDAS,ARAN,,,1CAPIZ,16741
REGION VI,CAPIZ,MA AYON,,VICE MAYOR,"DAPULAZA, JOSE",DAPULAZA,JOSE,,,1CAPIZ,16603
REGION VI,CAPIZ,MAMBUSAO,,VICE MAYOR,"BUENAVISTA, BEBOT",BUENAVISTA,BEBOT,,,PDPLBN,13954
REGION VI,CAPIZ,PANAY,,VICE MAYOR,"ASIS, JULIUS",ASIS,JULIUS,,,PFP,14319
REGION VI,CAPIZ,PANITAN,,VICE MAYOR,"ADVINCULA, AUDIE",ADVINCULA,AUDIE,,,1CAPIZ,14402
REGION VI,CAPIZ,PILAR,,VICE MAYOR,"BARGO, DODOY BARGO",BARGO,DODOY,BARGO,,PFP,14157
REGION VI,CAPIZ,PONTEVEDRA,,VICE MAYOR,"OQUENDO, FERNE",OQUENDO,FERNE,,,1CAPIZ,14286
REGION VI,CAPIZ,PRESIDENT ROXAS,,VICE MAYOR,"PASTRANA, JHEFFERSON",PASTRANA,JHEFFERSON,,,IND,11160
REGION VI,CAPIZ,ROXAS,,VICE MAYOR,"ALMALBIS, INDAY TERESA",ALMALBIS,INDAY,TERESA,,1CAPIZ,47571
REGION VI,CAPIZ,SAPI AN,,VICE MAYOR,"ODRUNIA, DOKRALPH",ODRUNIA,DOKRALPH,,,1CAPIZ,12622
REGION VI,CAPIZ,SIGMA,,VICE MAYOR,"ALAYON, TOTO",ALAYON,TOTO,,,PDPLBN,10831
REGION VI,CAPIZ,TAPAZ,,VICE MAYOR,"PALOMAR, NONONG",PALOMAR,NONONG,,,PDPLBN,17917
REGION V,CATANDUANES,BAGAMANOC,,VICE MAYOR,"VELCHEZ, TOHO",VELCHEZ,TOHO,,,LAKAS,3651
REGION V,CATANDUANES,BARAS,,VICE MAYOR,"TATING, RICO",TATING,RICO,,,LAKAS,5552
REGION V,CATANDUANES,BATO,,VICE MAYOR,"TESTON, ATOY",TESTON,ATOY,,,LAKAS,8755
REGION V,CATANDUANES,CARAMORAN,,VICE MAYOR,"TIOXON, TIMONG",TIOXON,TIMONG,,,LAKAS,8561
REGION V,CATANDUANES,GIGMOTO,,VICE MAYOR,"TATING, EFREN",TATING,EFREN,,,PFP,3462
REGION V,CATANDUANES,PANDAN,,VICE MAYOR,"RODRIGUEZ, ERIC",RODRIGUEZ,ERIC,,,LAKAS,7973
REGION V,CATANDUANES,PANGANIBAN,,VICE MAYOR,"ATENCIA, ARVIN",ATENCIA,ARVIN,,,LAKAS,3820
REGION V,CATANDUANES,SAN ANDRES,,VICE MAYOR,"ROMERO, FELIX JR.",ROMERO,FELIX,JR.,,LAKAS,12714
REGION V,CATANDUANES,SAN MIGUEL,,VICE MAYOR,"MORALES, NOEL",MORALES,NOEL,,,LAKAS,5112
REGION V,CATANDUANES,VIGA,,VICE MAYOR,"TARIN, BONG",TARIN,BONG,,,LAKAS,6992
REGION V,CATANDUANES,VIRAC,,VICE MAYOR,"SURTIDA, KALEM",SURTIDA,KALEM,,,NPC,22141
REGION IV A,CAVITE,ALFONSO,,VICE MAYOR,"PEL, MADONA",PEL,MADONA,,,NUP,23945
REGION IV A,CAVITE,AMADEO,,VICE MAYOR,"LEGASPI, JOSEPH",LEGASPI,JOSEPH,,,NUP,15059
REGION IV A,CAVITE,BACOOR,,VICE MAYOR,"BAUTISTA-MENDIOLA, ROWENA",BAUTISTA-MENDIOLA,ROWENA,,,NPC,158270
REGION IV A,CAVITE,CARMONA,,VICE MAYOR,"INES, CESAR JR.",INES,CESAR,JR.,,NPC,43361
REGION IV A,CAVITE,CAVITE,,VICE MAYOR,"RUSIT, RALEIGH",RUSIT,RALEIGH,,,LAKAS,42506
REGION IV A,CAVITE,DASMARINAS,,VICE MAYOR,"BARZAGA, THIRD",BARZAGA,THIRD,,,NUP,245088
REGION IV A,CAVITE,GEN MARIANO ALVAREZ,,VICE MAYOR,"CABUHAT, PERCY",CABUHAT,PERCY,,,AKSYON,32035
REGION IV A,CAVITE,GENERAL EMILIO AGUINALDO,,VICE MAYOR,"GOLFO, LOUEL",GOLFO,LOUEL,,,NUP,7730
REGION IV A,CAVITE,GENERAL TRIAS,,VICE MAYOR,"LABUGUEN, JONAS",LABUGUEN,JONAS,,,NUP,120278
REGION IV A,CAVITE,IMUS,,VICE MAYOR,"SAQUILAYAN, HOMER",SAQUILAYAN,HOMER,,,NUP,140016
REGION IV A,CAVITE,INDANG,,VICE MAYOR,"PAPA, FERDI",PAPA,FERDI,,,NUP,23685
REGION IV A,CAVITE,KAWIT,,VICE MAYOR,"AGUINALDO, ANGELO",AGUINALDO,ANGELO,,,LAKAS,29541
REGION IV A,CAVITE,MAGALLANES,,VICE MAYOR,"SISANTE, AINA",SISANTE,AINA,,,NPC,7653
REGION IV A,CAVITE,MARAGONDON,,VICE MAYOR,"ANGELES, ALDOUS",ANGELES,ALDOUS,,,NUP,13056
REGION IV A,CAVITE,MENDEZ,,VICE MAYOR,"DIMAPILIS, RAYGAN",DIMAPILIS,RAYGAN,,,NPC,10757
REGION IV A,CAVITE,NAIC,,VICE MAYOR,"REMULLA, JACINTA MARIA",REMULLA,JACINTA,MARIA,,NPC,61108
REGION IV A,CAVITE,NOVELETA,,VICE MAYOR,"CHUA, DINO",CHUA,DINO,,,LAKAS,17017
REGION IV A,CAVITE,ROSARIO,,VICE MAYOR,"GONZALES, BAMM",GONZALES,BAMM,,,LAKAS,54234
REGION IV A,CAVITE,SILANG,,VICE MAYOR,"REYES, CRIS KIDLAT",REYES,CRIS,KIDLAT,,LP,40709
REGION IV A,CAVITE,TAGAYTAY,,VICE MAYOR,"TOLENTINO, AGNES",TOLENTINO,AGNES,,,NUP,36662
REGION IV A,CAVITE,TANZA,,VICE MAYOR,"DEL ROSARIO, MUNDING",DEL ROSARIO,MUNDING,,,AKSYON,65289
REGION IV A,CAVITE,TERNATE,,VICE MAYOR,"SOBERANO, KIM",SOBERANO,KIM,,,PMP,10283
REGION IV A,CAVITE,TRECE MARTIRES,,VICE MAYOR,"MONTEHERMOSO, BOBBY",MONTEHERMOSO,BOBBY,,,NUP,55878
REGION VII,CEBU,ALCANTARA,,VICE MAYOR,"LLENOS, LARRY",LLENOS,LARRY,,,1CEBU,9555
REGION VII,CEBU,ALCOY,,VICE MAYOR,"SESTOSO, MICHAEL",SESTOSO,MICHAEL,,,1CEBU,9375
REGION VII,CEBU,ALEGRIA,,VICE MAYOR,"MAGALLON, VERNA",MAGALLON,VERNA,,,1CEBU,11229
REGION VII,CEBU,ALOGUINSAN,,VICE MAYOR,"MORENO, CHRISTIAN",MORENO,CHRISTIAN,,,1CEBU,13669
REGION VII,CEBU,ARGAO,,VICE MAYOR,"ORTEGA, ORVI",ORTEGA,ORVI,,,IND,26300
REGION VII,CEBU,ASTURIAS,,VICE MAYOR,"YARAS, REINE",YARAS,REINE,,,1CEBU,17088
REGION VII,CEBU,BADIAN,,VICE MAYOR,"MIÑOZA-SILVANO, DORIS",MIÑOZA-SILVANO,DORIS,,,1CEBU,14509
REGION VII,CEBU,BALAMBAN,,VICE MAYOR,"BINGHAY, ALFIE",BINGHAY,ALFIE,,,1CEBU,22401
REGION VII,CEBU,BANTAYAN,,VICE MAYOR,"DESPI, ART",DESPI,ART,,,1CEBU,25654
REGION VII,CEBU,BARILI,,VICE MAYOR,"PONSICA, LOY",PONSICA,LOY,,,1CEBU,24923
REGION VII,CEBU,BOGO,,VICE MAYOR,"MARTINEZ, CARLO JOSE",MARTINEZ,CARLO,JOSE,,1CEBU,40281
REGION VII,CEBU,BOLJOON,,VICE MAYOR,"MUBARAK OBAID, INDAY",MUBARAK OBAID,INDAY,,,1CEBU,6808
REGION VII,CEBU,BORBON,,VICE MAYOR,"DOTILLOS, NOEL",DOTILLOS,NOEL,,,1CEBU,15983
REGION VII,CEBU,CARCAR,,VICE MAYOR,"DE DIOS, PERKINS",DE DIOS,PERKINS,,,NP,34246
REGION VII,CEBU,CARMEN,,VICE MAYOR,"VILLAMOR, GERARD",VILLAMOR,GERARD,,,1CEBU,27278
REGION VII,CEBU,CATMON,,VICE MAYOR,"PORO, ARMEL",PORO,ARMEL,,,1CEBU,9805
REGION VII,CEBU,CEBU,,VICE MAYOR,"OSMEÑA, TOMMY-BOPK",OSMEÑA,TOMMY-BOPK,,,LP,233906
REGION VII,CEBU,COMPOSTELA,,VICE MAYOR,"QUIÑO, FROILAN",QUIÑO,FROILAN,,,1CEBU,27380
REGION VII,CEBU,CONSOLACION,,VICE MAYOR,"ALEGADO, JOYJOY",ALEGADO,JOYJOY,,DOC,LAKAS,37866
REGION VII,CEBU,CORDOVA,,VICE MAYOR,"TAGO, BOYET",TAGO,BOYET,,,LAKAS,28766
REGION VII,CEBU,DAANBANTAYAN,,VICE MAYOR,"ABUCAY, ALI",ABUCAY,ALI,,,1CEBU,25176
REGION VII,CEBU,DALAGUETE,,VICE MAYOR,"LAGAHID, WILLIAM",LAGAHID,WILLIAM,,,1CEBU,24500
REGION VII,CEBU,DANAO,,VICE MAYOR,"DURANO, IVY",DURANO,IVY,,,BAKUD,42849
REGION VII,CEBU,DUMANJUG,,VICE MAYOR,"GICA, WADO",GICA,WADO,,,1CEBU,28312
